-40	-70	1.5	14.0603	-5.99724	0	0	
-40	-67.6	1.5	14.6293	2.44528	0	0	
-40	-65.2	1.5	13.6439	-0.54683	0	0	
-40	-62.8	1.5	15.2584	2.55885	0	0	
-40	-60.4	1.5	-8.72719	-21.0486	0	0	
-40	-58	1.5	15.7948	2.08601	0	0	
-40	-55.6	1.5	-6.87441	-21.6605	0	0	
-40	-53.2	1.5	15.9191	-0.415104	0	0	
-40	-50.8	1.5	16.7619	-0.0705873	0	0	
-40	-48.4	1.5	15.2216	0.530191	0	0	
-40	-46	1.5	-8.67408	-24.2959	0	0	
-40	-43.6	1.5	17.9792	1.96343	0	0	
-40	-41.2	1.5	16.5734	0.971257	0	0	
-40	-38.8	1.5	19.579	1.07985	0	0	
-40	-36.4	1.5	16.6129	-2.7945	0	0	
-40	-34	1.5	17.5207	-0.458683	0	0	
-40	-31.6	1.5	18.7847	-0.104423	0	0	
-40	-29.2	1.5	16.1677	-2.14716	0	0	
-40	-26.8	1.5	19.2604	0.664475	0	0	
-40	-24.4	1.5	17.0295	-0.188109	0	0	
-40	-22	1.5	20.3057	3.78644	0	0	
-40	-19.6	1.5	-6.81165	-23.9641	0	0	
-40	-17.2	1.5	18.2478	-12.5753	0	0	
-40	-14.8	1.5	19.1026	0.194897	0	0	
-40	-12.4	1.5	16.0483	-5.81466	0	0	
-40	-10	1.5	19.1831	-14.7071	0	0	
-40	-7.6	1.5	13.9037	-11.8503	0	0	
-40	-5.2	1.5	18.1241	-9.25968	0	0	
-40	-2.8	1.5	20.3403	-6.94039	0	0	
-40	-0.4	1.5	-5.01105	-33.8044	0	0	
-40	2	1.5	20.7869	-10.2322	0	0	
-40	4.4	1.5	19.9795	-10.0086	0	0	
-40	6.8	1.5	20.3749	-9.01093	0	0	
-40	9.2	1.5	18.3604	-12.2249	0	0	
-40	11.6	1.5	18.9423	-3.72179	0	0	
-40	14	1.5	-7.65208	-31.8583	0	0	
-40	16.4	1.5	18.1599	2.89952	0	0	
-40	18.8	1.5	18.8855	-6.75917	0	0	
-40	21.2	1.5	18.238	4.29151	0	0	
-40	23.6	1.5	18.2624	2.02171	0	0	
-40	26	1.5	17.9629	-0.67716	0	0	
-40	28.4	1.5	19.0019	0.183725	0	0	
-40	30.8	1.5	18.8929	4.3119	0	0	
-40	33.2	1.5	-7.59239	-21.6932	0	0	
-40	35.6	1.5	16.9352	2.64427	0	0	
-40	38	1.5	17.6203	-5.05545	0	0	
-40	40.4	1.5	15.9693	1.14686	0	0	
-40	42.8	1.5	18.5608	1.02495	0	0	
-40	45.2	1.5	-10.201	-26.9636	0	0	
-40	47.6	1.5	16.5265	-0.237419	0	0	
-40	50	1.5	15.2996	-2.39959	0	0	
-37.6	-70	1.5	13.8885	-6.76125	0	0	
-37.6	-67.6	1.5	-10.9904	-27.1583	0	0	
-37.6	-65.2	1.5	14.0038	-5.34317	0	0	
-37.6	-62.8	1.5	15.1033	2.51488	0	0	
-37.6	-60.4	1.5	16.4841	6.52813	0	0	
-37.6	-58	1.5	-7.71243	-23.4514	0	0	
-37.6	-55.6	1.5	15.5372	2.29149	0	0	
-37.6	-53.2	1.5	15.7659	-0.387786	0	0	
-37.6	-50.8	1.5	-1.69743	-16.9896	0	0	
-37.6	-48.4	1.5	-9.57773	-23.5058	0	0	
-37.6	-46	1.5	16.5091	-3.98046	0	0	
-37.6	-43.6	1.5	16.0529	3.22671	0	0	
-37.6	-41.2	1.5	17.9345	0.0942011	0	0	
-37.6	-38.8	1.5	18.3025	0.69436	0	0	
-37.6	-36.4	1.5	17.3773	-3.21495	0	0	
-37.6	-34	1.5	16.9686	0.561113	0	0	
-37.6	-31.6	1.5	18.8804	-2.3308	0	0	
-37.6	-29.2	1.5	-9.53778	-29.0431	0	0	
-37.6	-26.8	1.5	18.3989	-0.321238	0	0	
-37.6	-24.4	1.5	18.5492	-0.333272	0	0	
-37.6	-22	1.5	16.5946	-1.85946	0	0	
-37.6	-19.6	1.5	18.9458	-2.66864	0	0	
-37.6	-17.2	1.5	20.4219	1.25783	0	0	
-37.6	-14.8	1.5	19.0852	-13.1447	0	0	
-37.6	-12.4	1.5	21.5321	1.23279	0	0	
-37.6	-10	1.5	17.7408	-6.61788	0	0	
-37.6	-7.6	1.5	18.2483	-7.79941	0	0	
-37.6	-5.2	1.5	20.4276	-7.02884	0	0	
-37.6	-2.8	1.5	20.6084	-8.30831	0	0	
-37.6	-0.4	1.5	-0.0761946	-29.7192	0	0	
-37.6	2	1.5	21.0937	-9.20728	0	0	
-37.6	4.4	1.5	21.247	-9.68975	0	0	
-37.6	6.8	1.5	20.007	-9.94449	0	0	
-37.6	9.2	1.5	19.165	-7.71252	0	0	
-37.6	11.6	1.5	18.6844	-5.74867	0	0	
-37.6	14	1.5	20.8011	-7.44124	0	0	
-37.6	16.4	1.5	20.8792	-6.78426	0	0	
-37.6	18.8	1.5	18.6517	5.01637	0	0	
-37.6	21.2	1.5	15.9731	-15.5798	0	0	
-37.6	23.6	1.5	18.5352	2.73161	0	0	
