Time	Entity	Frame	SF	Slot	nodeId	RNTI	bwpId	MsgType
0.0559955	gNB PHY Rxed	5	5	15	1	0	0	SRS
0.0571205	gNB PHY Rxed	5	7	1	1	0	0	SRS
0.0583705	gNB PHY Rxed	5	8	5	4	0	0	SRS
0.060183	gNB PHY Rxed	6	0	2	4	0	0	SRS
0.0603705	gNB PHY Rxed	6	0	5	7	0	0	SRS
0.0609955	gNB PHY Rxed	6	0	15	1	0	0	SRS
0.0621205	gNB PHY Rxed	6	2	1	1	0	0	SRS
0.0632321	gNB PHY Rxed	6	3	0	4	0	1	SRS
0.0633705	gNB PHY Rxed	6	3	5	4	0	0	SRS
0.065183	gNB PHY Rxed	6	5	2	4	0	0	SRS
0.0653705	gNB PHY Rxed	6	5	5	7	0	0	SRS
0.0654821	gNB PHY Rxed	6	5	1	4	0	1	SRS
0.0659955	gNB PHY Rxed	6	5	15	1	0	0	SRS
0.0671205	gNB PHY Rxed	6	7	1	1	0	0	SRS
0.0683705	gNB PHY Rxed	6	8	5	4	0	0	SRS
0.070183	gNB PHY Rxed	7	0	2	4	0	0	SRS
0.0703705	gNB PHY Rxed	7	0	5	7	0	0	SRS
0.0709955	gNB PHY Rxed	7	0	15	1	0	0	SRS
0.0721205	gNB PHY Rxed	7	2	1	1	0	0	SRS
0.0729821	gNB PHY Rxed	7	2	3	1	0	1	SRS
0.0733705	gNB PHY Rxed	7	3	5	4	0	0	SRS
0.075183	gNB PHY Rxed	7	5	2	4	0	0	SRS
0.0753705	gNB PHY Rxed	7	5	5	7	0	0	SRS
0.0754821	gNB PHY Rxed	7	5	1	7	0	1	SRS
0.0759821	gNB PHY Rxed	7	5	3	1	0	1	SRS
0.0759955	gNB PHY Rxed	7	5	15	1	0	0	SRS
0.0771205	gNB PHY Rxed	7	7	1	1	0	0	SRS
0.0783705	gNB PHY Rxed	7	8	5	4	0	0	SRS
0.080183	gNB PHY Rxed	8	0	2	4	0	0	SRS
0.0803705	gNB PHY Rxed	8	0	5	7	0	0	SRS
0.0809955	gNB PHY Rxed	8	0	15	1	0	0	SRS
0.0821205	gNB PHY Rxed	8	2	1	1	0	0	SRS
0.0832321	gNB PHY Rxed	8	3	0	4	0	1	SRS
0.0833705	gNB PHY Rxed	8	3	5	4	0	0	SRS
0.085183	gNB PHY Rxed	8	5	2	4	0	0	SRS
0.0853705	gNB PHY Rxed	8	5	5	7	0	0	SRS
0.0854821	gNB PHY Rxed	8	5	1	4	0	1	SRS
0.0859955	gNB PHY Rxed	8	5	15	1	0	0	SRS
0.0871205	gNB PHY Rxed	8	7	1	1	0	0	SRS
0.0883705	gNB PHY Rxed	8	8	5	4	0	0	SRS
0.090183	gNB PHY Rxed	9	0	2	4	0	0	SRS
0.0903705	gNB PHY Rxed	9	0	5	7	0	0	SRS
0.0909955	gNB PHY Rxed	9	0	15	1	0	0	SRS
0.0921205	gNB PHY Rxed	9	2	1	1	0	0	SRS
0.0929821	gNB PHY Rxed	9	2	3	1	0	1	SRS
0.0933705	gNB PHY Rxed	9	3	5	4	0	0	SRS
0.095183	gNB PHY Rxed	9	5	2	4	0	0	SRS
0.0953705	gNB PHY Rxed	9	5	5	7	0	0	SRS
0.0954821	gNB PHY Rxed	9	5	1	7	0	1	SRS
0.0959821	gNB PHY Rxed	9	5	3	1	0	1	SRS
0.0959955	gNB PHY Rxed	9	5	15	1	0	0	SRS
0.0971205	gNB PHY Rxed	9	7	1	1	0	0	SRS
0.0983705	gNB PHY Rxed	9	8	5	4	0	0	SRS
