% time(s)	cellId	bwpId	IMSI	RNTI	frame	sframe	slot	symStart	numSym	harqId	ndi	rv	mcs	tbSize
0.291063	7	0	0	1	29	1	3	1	12	15	1	0	0	39
0.291125	1	0	0	2	29	1	4	1	12	13	1	0	28	1454
0.291125	4	0	0	2	29	1	4	1	12	12	1	0	0	39
0.291125	7	0	0	1	29	1	4	1	12	14	1	0	0	39
0.291187	1	0	0	2	29	1	5	1	12	11	1	0	28	1454
0.291187	4	0	0	2	29	1	5	1	12	14	1	0	16	630
0.291187	7	0	0	1	29	1	5	1	12	13	1	0	6	155
0.29125	1	1	0	1	29	1	3	1	12	12	1	0	12	1605
0.29125	4	1	0	1	29	1	3	1	12	12	1	0	28	5990
0.29125	1	0	0	2	29	1	6	1	12	12	1	0	28	1454
0.29125	4	0	0	2	29	1	6	1	12	15	1	0	0	39
0.29125	7	0	0	1	29	1	6	1	12	12	1	0	0	39
0.291312	1	0	0	2	29	1	7	1	12	15	1	0	28	1454
0.291312	4	0	0	2	29	1	7	1	12	13	1	0	0	39
0.291312	7	0	0	1	29	1	7	1	12	11	1	0	0	39
0.291375	1	0	0	2	29	1	8	1	12	14	1	0	28	1454
0.291375	7	0	0	1	29	1	8	1	12	15	1	0	0	39
0.291438	1	0	0	2	29	1	9	1	12	13	1	0	28	1454
0.291438	7	0	0	1	29	1	9	1	12	14	1	0	0	39
0.2915	1	1	0	1	29	2	0	1	12	15	1	0	12	1605
0.2915	4	1	0	1	29	2	0	1	12	15	1	0	28	5990
0.2915	1	0	0	2	29	1	10	1	12	11	1	0	28	1454
0.291563	1	0	0	2	29	1	11	1	12	12	1	0	28	1454
0.291563	7	0	0	1	29	1	11	1	12	12	1	0	0	39
0.291625	1	0	0	2	29	1	12	1	12	15	1	0	28	1454
0.291625	7	0	0	1	29	1	12	1	12	11	1	0	0	39
0.291687	1	0	0	2	29	1	13	1	12	14	1	0	28	1454
0.291687	7	0	0	1	29	1	13	1	12	15	1	0	0	39
0.29175	1	1	0	1	29	2	1	1	12	11	1	0	12	1605
0.29175	4	1	0	1	29	2	1	1	12	11	1	0	28	5990
0.29175	1	0	0	2	29	1	14	1	12	13	1	0	28	1454
0.29175	7	0	0	1	29	1	14	1	12	14	1	0	0	39
0.291812	1	0	0	2	29	1	15	1	12	11	1	0	28	1454
0.291875	1	0	0	2	29	2	0	1	12	12	1	0	28	1454
0.291875	7	0	0	1	29	2	0	1	12	12	1	0	0	39
0.291938	1	0	0	2	29	2	1	1	11	15	1	0	28	1332
0.291938	7	0	0	1	29	2	1	1	12	11	1	0	0	39
0.292	1	1	0	1	29	2	2	1	12	14	1	0	12	1605
0.292	4	1	0	1	29	2	2	1	12	14	1	0	28	5990
0.292	1	0	0	2	29	2	2	1	12	14	1	0	28	1454
0.292	4	0	0	2	29	2	2	1	12	11	1	0	0	39
0.292	7	0	0	1	29	2	2	1	12	15	1	0	0	39
0.292063	1	0	0	2	29	2	3	1	12	13	1	0	28	1454
0.292063	7	0	0	1	29	2	3	1	12	14	1	0	0	39
0.292125	1	0	0	2	29	2	4	1	12	10	1	0	28	1454
0.292125	7	0	0	1	29	2	4	1	12	13	1	0	0	39
0.292187	1	0	0	2	29	2	5	1	12	12	1	0	28	1454
0.292187	7	0	0	1	29	2	5	1	12	12	1	0	0	39
0.29225	1	1	0	1	29	2	3	1	11	13	1	0	12	1474
0.29225	4	1	0	1	29	2	3	1	12	13	1	0	28	5990
0.29225	1	0	0	2	29	2	6	1	12	15	1	0	28	1454
0.29225	4	0	0	2	29	2	6	1	12	13	1	0	0	39
0.29225	7	0	0	1	29	2	6	1	12	11	1	0	0	39
0.292312	1	0	0	2	29	2	7	1	12	14	1	0	28	1454
0.292312	7	0	0	1	29	2	7	1	12	15	1	0	6	155
0.292375	1	0	0	2	29	2	8	1	12	13	1	0	28	1454
0.292375	4	0	0	2	29	2	8	1	12	12	1	0	0	39
0.292375	7	0	0	1	29	2	8	1	12	14	1	0	0	39
0.292438	1	0	0	2	29	2	9	1	12	11	1	0	28	1454
0.292438	4	0	0	2	29	2	9	1	12	14	1	0	0	39
0.292438	7	0	0	1	29	2	9	1	12	13	1	0	0	39
0.2925	1	1	0	1	29	3	0	1	12	12	1	0	12	1605
0.2925	4	1	0	1	29	3	0	1	12	12	1	0	28	5990
0.2925	1	0	0	2	29	2	10	1	12	12	1	0	28	1454
0.2925	4	0	0	2	29	2	10	1	12	15	1	0	0	39
0.2925	7	0	0	1	29	2	10	1	12	12	1	0	0	39
0.292563	1	0	0	2	29	2	11	1	12	15	1	0	28	1454
0.292563	7	0	0	1	29	2	11	1	12	11	1	0	0	39
0.292625	1	0	0	2	29	2	12	1	12	14	1	0	28	1454
0.292687	1	0	0	2	29	2	13	1	12	13	1	0	28	1454
0.292687	7	0	0	1	29	2	13	1	12	14	1	0	0	39
0.29275	1	1	0	1	29	3	1	1	12	15	1	0	12	1605
0.29275	4	1	0	1	29	3	1	1	12	15	1	0	28	5990
0.29275	1	0	0	2	29	2	14	1	12	11	1	0	28	1454
0.29275	7	0	0	1	29	2	14	1	12	13	1	0	0	39
0.292812	1	0	0	2	29	2	15	1	12	12	1	0	28	1454
0.292812	7	0	0	1	29	2	15	1	12	12	1	0	0	39
0.292875	1	0	0	2	29	3	0	1	12	15	1	0	28	1454
0.292875	7	0	0	1	29	3	0	1	12	11	1	0	0	39
0.292938	1	0	0	2	29	3	1	1	12	14	1	0	28	1454
0.293	1	1	0	1	29	3	2	1	12	10	1	0	12	1605
0.293	4	1	0	1	29	3	2	1	12	11	1	0	28	5990
0.293	1	0	0	2	29	3	2	1	12	13	1	0	28	1454
0.293	7	0	0	1	29	3	2	1	12	14	1	0	0	39
0.293063	1	0	0	2	29	3	3	1	12	11	1	0	28	1454
0.293063	7	0	0	1	29	3	3	1	12	13	1	0	0	39
0.293125	1	0	0	2	29	3	4	1	12	12	1	0	28	1454
0.293125	7	0	0	1	29	3	4	1	12	12	1	0	0	39
0.293187	1	0	0	2	29	3	5	1	12	15	1	0	28	1454
0.293187	4	0	0	2	29	3	5	1	11	10	1	0	0	35
0.293187	7	0	0	1	29	3	5	1	12	11	1	0	0	39
0.29325	1	1	0	1	29	3	3	1	12	14	1	0	12	1605
0.29325	4	1	0	1	29	3	3	1	12	14	1	0	28	5990
0.29325	1	0	0	2	29	3	6	1	12	14	1	0	28	1454
0.29325	7	0	0	1	29	3	6	1	12	15	1	0	0	39
0.293312	1	0	0	2	29	3	7	1	12	13	1	0	28	1454
0.293312	7	0	0	1	29	3	7	1	12	14	1	0	0	39
0.293375	1	0	0	2	29	3	8	1	12	11	1	0	28	1454
0.293375	4	0	0	2	29	3	8	1	12	11	1	0	0	39
0.293375	7	0	0	1	29	3	8	1	12	13	1	0	0	39
0.293438	1	0	0	2	29	3	9	1	12	12	1	0	28	1454
0.293438	7	0	0	1	29	3	9	1	12	12	1	0	0	39
0.2935	1	1	0	1	29	4	0	1	12	13	1	0	12	1605
0.2935	4	1	0	1	29	4	0	1	12	13	1	0	28	5990
0.2935	1	0	0	2	29	3	10	1	12	15	1	0	28	1454
0.2935	7	0	0	1	29	3	10	1	12	11	1	0	0	39
0.293563	1	0	0	2	29	3	11	1	12	14	1	0	28	1454
0.293563	7	0	0	1	29	3	11	1	12	15	1	0	0	39
0.293625	1	0	0	2	29	3	12	1	12	13	1	0	28	1454
0.293625	4	0	0	2	29	3	12	1	12	13	1	0	0	39
0.293625	7	0	0	1	29	3	12	1	12	14	1	0	0	39
0.293687	1	0	0	2	29	3	13	1	12	11	1	0	28	1454
0.293687	7	0	0	1	29	3	13	1	12	13	1	0	0	39
0.29375	1	1	0	1	29	4	1	1	12	12	1	0	12	1605
0.29375	4	1	0	1	29	4	1	1	12	12	1	0	28	5990
0.29375	1	0	0	2	29	3	14	1	12	12	1	0	28	1454
0.29375	4	0	0	2	29	3	14	1	12	14	1	0	0	39
0.29375	7	0	0	1	29	3	14	1	12	12	1	0	0	39
0.293812	1	0	0	2	29	3	15	1	12	15	1	0	28	1454
0.293812	4	0	0	2	29	3	15	1	12	15	1	0	0	39
0.293812	7	0	0	1	29	3	15	1	12	11	1	0	0	39
0.293875	1	0	0	2	29	4	0	1	12	14	1	0	28	1454
0.293875	7	0	0	1	29	4	0	1	12	15	1	0	0	39
0.293938	1	0	0	2	29	4	1	1	12	13	1	0	28	1454
0.293938	7	0	0	1	29	4	1	1	12	14	1	0	0	39
0.294	1	1	0	1	29	4	2	1	12	15	1	0	12	1605
0.294	4	1	0	1	29	4	2	1	12	15	1	0	28	5990
0.294	1	0	0	2	29	4	2	1	12	11	1	0	28	1454
0.294	7	0	0	1	29	4	2	1	12	13	1	0	0	39
0.294063	1	0	0	2	29	4	3	1	12	12	1	0	28	1454
0.294063	7	0	0	1	29	4	3	1	12	12	1	0	0	39
0.294125	1	0	0	2	29	4	4	1	12	15	1	0	28	1454
0.294125	7	0	0	1	29	4	4	1	12	11	1	0	0	39
0.294187	1	0	0	2	29	4	5	1	12	14	1	0	28	1454
0.294187	7	0	0	1	29	4	5	1	12	15	1	0	0	39
0.29425	1	1	0	1	29	4	3	1	12	11	1	0	12	1605
0.29425	4	1	0	1	29	4	3	1	12	11	1	0	28	5990
0.29425	1	0	0	2	29	4	6	1	12	13	1	0	28	1454
0.29425	7	0	0	1	29	4	6	1	12	14	1	0	0	39
0.294312	1	0	0	2	29	4	7	1	12	11	1	0	28	1454
0.294312	7	0	0	1	29	4	7	1	12	13	1	0	0	39
0.294375	1	0	0	2	29	4	8	1	12	12	1	0	28	1454
0.294375	7	0	0	1	29	4	8	1	12	12	1	0	0	39
0.294438	1	0	0	2	29	4	9	1	12	15	1	0	28	1454
0.294438	7	0	0	1	29	4	9	1	12	11	1	0	0	39
0.2945	1	1	0	1	29	5	0	1	12	14	1	0	12	1605
0.2945	4	1	0	1	29	5	0	1	12	14	1	0	28	5990
0.2945	1	0	0	2	29	4	10	1	12	14	1	0	28	1454
0.2945	4	0	0	2	29	4	10	1	12	12	1	0	0	39
0.2945	7	0	0	1	29	4	10	1	12	15	1	0	0	39
0.294563	1	0	0	2	29	4	11	1	12	13	1	0	28	1454
0.294563	7	0	0	1	29	4	11	1	12	14	1	0	0	39
0.294625	1	0	0	2	29	4	12	1	12	11	1	0	28	1454
0.294625	4	0	0	2	29	4	12	1	12	11	1	0	0	39
0.294625	7	0	0	1	29	4	12	1	12	13	1	0	0	39
0.294687	1	0	0	2	29	4	13	1	12	12	1	0	28	1454
0.294687	7	0	0	1	29	4	13	1	12	12	1	0	0	39
0.29475	1	1	0	1	29	5	1	1	12	13	1	0	12	1605
0.29475	4	1	0	1	29	5	1	1	12	13	1	0	28	5990
0.29475	1	0	0	2	29	4	14	1	12	15	1	0	28	1454
0.29475	7	0	0	1	29	4	14	1	12	11	1	0	0	39
0.294812	1	0	0	2	29	4	15	1	12	14	1	0	28	1454
0.294812	7	0	0	1	29	4	15	1	12	15	1	0	0	39
0.294875	1	0	0	2	29	5	0	1	12	13	1	0	28	1454
0.294875	4	0	0	2	29	5	0	1	12	13	1	0	0	39
0.294875	7	0	0	1	29	5	0	1	12	14	1	0	0	39
0.294938	1	0	0	2	29	5	1	1	12	11	1	0	28	1454
0.294938	7	0	0	1	29	5	1	1	12	13	1	0	0	39
0.295	1	1	0	1	29	5	2	1	12	12	1	0	12	1605
0.295	4	1	0	1	29	5	2	1	12	12	1	0	28	5990
0.295	1	0	0	2	29	5	2	1	12	12	1	0	28	1454
0.295	4	0	0	2	29	5	2	1	11	14	1	0	0	35
0.295	7	0	0	1	29	5	2	1	12	12	1	0	0	39
0.295063	1	0	0	2	29	5	3	1	12	15	1	0	28	1454
0.295063	4	0	0	2	29	5	3	1	12	15	1	0	0	39
0.295063	7	0	0	1	29	5	3	1	12	11	1	0	0	39
0.295125	1	0	0	2	29	5	4	1	12	14	1	0	28	1454
0.295125	7	0	0	1	29	5	4	1	12	15	1	0	0	39
0.295187	1	0	0	2	29	5	5	1	12	13	1	0	28	1454
0.295187	7	0	0	1	29	5	5	1	11	14	1	0	0	35
0.29525	1	1	0	1	29	5	3	1	11	15	1	0	12	1474
0.29525	4	1	0	1	29	5	3	1	12	15	1	0	28	5990
0.29525	1	0	0	2	29	5	6	1	12	11	1	0	28	1454
0.29525	7	0	0	1	29	5	6	1	12	13	1	0	0	39
0.295312	1	0	0	2	29	5	7	1	12	12	1	0	28	1454
0.295312	7	0	0	1	29	5	7	1	12	12	1	0	0	39
0.295375	1	0	0	2	29	5	8	1	12	15	1	0	28	1454
0.295375	7	0	0	1	29	5	8	1	12	10	1	0	0	39
0.295438	1	0	0	2	29	5	9	1	12	14	1	0	28	1454
0.295438	7	0	0	1	29	5	9	1	12	15	1	0	0	39
0.2955	1	1	0	1	29	6	0	1	12	11	1	0	12	1605
0.2955	4	1	0	1	29	6	0	1	12	11	1	0	28	5990
0.2955	1	0	0	2	29	5	10	1	12	13	1	0	28	1454
0.2955	7	0	0	1	29	5	10	1	12	14	1	0	0	39
0.295563	1	0	0	2	29	5	11	1	12	11	1	0	28	1454
0.295563	7	0	0	1	29	5	11	1	12	13	1	0	0	39
0.295625	1	0	0	2	29	5	12	1	12	12	1	0	28	1454
0.295625	7	0	0	1	29	5	12	1	12	12	1	0	0	39
0.295687	1	0	0	2	29	5	13	1	12	15	1	0	28	1454
0.295687	7	0	0	1	29	5	13	1	12	11	1	0	0	39
0.29575	1	1	0	1	29	6	1	1	12	14	1	0	12	1605
0.29575	4	1	0	1	29	6	1	1	12	14	1	0	28	5990
0.29575	1	0	0	2	29	5	14	1	12	14	1	0	28	1454
0.29575	4	0	0	2	29	5	14	1	12	12	1	0	0	39
0.29575	7	0	0	1	29	5	14	1	12	15	1	0	0	39
0.295812	1	0	0	2	29	5	15	1	11	13	1	0	28	1332
0.295812	7	0	0	1	29	5	15	1	12	14	1	0	0	39
0.295875	1	0	0	2	29	6	0	1	12	11	1	0	28	1454
0.295875	4	0	0	2	29	6	0	1	12	11	1	0	0	39
0.295875	7	0	0	1	29	6	0	1	12	13	1	0	0	39
0.295938	1	0	0	2	29	6	1	1	12	12	1	0	28	1454
0.295938	7	0	0	1	29	6	1	1	12	12	1	0	0	39
0.296	1	1	0	1	29	6	2	1	12	13	1	0	12	1605
0.296	4	1	0	1	29	6	2	1	12	13	1	0	28	5990
0.296	1	0	0	2	29	6	2	1	12	15	1	0	28	1454
0.296	7	0	0	1	29	6	2	1	12	11	1	0	0	39
0.296063	1	0	0	2	29	6	3	1	12	14	1	0	28	1454
0.296063	7	0	0	1	29	6	3	1	12	15	1	0	0	39
0.296125	1	0	0	2	29	6	4	1	12	13	1	0	28	1454
0.296125	4	0	0	2	29	6	4	1	12	13	1	0	0	39
0.296125	7	0	0	1	29	6	4	1	12	14	1	0	0	39
0.296187	1	0	0	2	29	6	5	1	12	11	1	0	28	1454
0.296187	7	0	0	1	29	6	5	1	12	13	1	0	6	155
0.29625	1	1	0	1	29	6	3	1	12	12	1	0	12	1605
0.29625	4	1	0	1	29	6	3	1	12	12	1	0	28	5990
0.29625	1	0	0	2	29	6	6	1	12	12	1	0	28	1454
0.29625	4	0	0	2	29	6	6	1	12	14	1	0	0	39
0.29625	7	0	0	1	29	6	6	1	12	12	1	0	0	39
0.296312	1	0	0	2	29	6	7	1	12	15	1	0	28	1454
0.296312	4	0	0	2	29	6	7	1	12	15	1	0	0	39
0.296312	7	0	0	1	29	6	7	1	12	11	1	0	0	39
0.296375	1	0	0	2	29	6	8	1	12	14	1	0	28	1454
0.296375	7	0	0	1	29	6	8	1	12	15	1	0	0	39
0.296438	1	0	0	2	29	6	9	1	12	13	1	0	28	1454
0.296438	7	0	0	1	29	6	9	1	12	14	1	0	0	39
0.2965	1	1	0	1	29	7	0	1	12	15	1	0	12	1605
0.2965	4	1	0	1	29	7	0	1	12	15	1	0	28	5990
0.2965	1	0	0	2	29	6	10	1	12	11	1	0	28	1454
0.296563	1	0	0	2	29	6	11	1	12	12	1	0	28	1454
0.296563	7	0	0	1	29	6	11	1	12	12	1	0	0	39
0.296625	1	0	0	2	29	6	12	1	12	15	1	0	28	1454
0.296625	7	0	0	1	29	6	12	1	12	11	1	0	0	39
0.296687	1	0	0	2	29	6	13	1	12	14	1	0	28	1454
0.296687	7	0	0	1	29	6	13	1	12	15	1	0	0	39
0.29675	1	1	0	1	29	7	1	1	12	11	1	0	12	1605
0.29675	4	1	0	1	29	7	1	1	12	11	1	0	28	5990
0.29675	1	0	0	2	29	6	14	1	12	13	1	0	28	1454
0.29675	7	0	0	1	29	6	14	1	12	14	1	0	0	39
0.296812	1	0	0	2	29	6	15	1	12	11	1	0	28	1454
0.296875	1	0	0	2	29	7	0	1	12	12	1	0	28	1454
0.296875	7	0	0	1	29	7	0	1	12	12	1	0	0	39
0.296938	1	0	0	2	29	7	1	1	11	15	1	0	28	1332
0.296938	7	0	0	1	29	7	1	1	12	11	1	0	0	39
0.297	1	1	0	1	29	7	2	1	12	14	1	0	12	1605
0.297	4	1	0	1	29	7	2	1	12	14	1	0	28	5990
0.297	1	0	0	2	29	7	2	1	12	14	1	0	28	1454
0.297	4	0	0	2	29	7	2	1	12	12	1	0	0	39
0.297	7	0	0	1	29	7	2	1	12	15	1	0	0	39
0.297063	1	0	0	2	29	7	3	1	12	13	1	0	28	1454
0.297063	7	0	0	1	29	7	3	1	12	14	1	0	0	39
0.297125	1	0	0	2	29	7	4	1	12	10	1	0	28	1454
0.297125	4	0	0	2	29	7	4	1	12	11	1	0	0	39
0.297125	7	0	0	1	29	7	4	1	12	13	1	0	0	39
0.297187	1	0	0	2	29	7	5	1	12	12	1	0	28	1454
0.297187	7	0	0	1	29	7	5	1	12	12	1	0	0	39
0.29725	1	1	0	1	29	7	3	1	12	13	1	0	12	1605
0.29725	4	1	0	1	29	7	3	1	12	13	1	0	28	5990
0.29725	1	0	0	2	29	7	6	1	12	15	1	0	28	1454
0.29725	4	0	0	2	29	7	6	1	12	15	1	0	0	39
0.29725	7	0	0	1	29	7	6	1	12	11	1	0	0	39
0.297312	1	0	0	2	29	7	7	1	12	14	1	0	28	1454
0.297312	7	0	0	1	29	7	7	1	12	15	1	0	6	155
0.297375	1	0	0	2	29	7	8	1	12	13	1	0	28	1454
0.297375	4	0	0	2	29	7	8	1	12	13	1	0	0	39
0.297375	7	0	0	1	29	7	8	1	12	14	1	0	0	39
0.297438	1	0	0	2	29	7	9	1	12	11	1	0	28	1454
0.297438	7	0	0	1	29	7	9	1	12	13	1	0	0	39
0.2975	1	1	0	1	29	8	0	1	12	12	1	0	12	1605
0.2975	4	1	0	1	29	8	0	1	12	12	1	0	28	5990
0.2975	1	0	0	2	29	7	10	1	12	12	1	0	28	1454
0.2975	4	0	0	2	29	7	10	1	12	14	1	0	0	39
0.2975	7	0	0	1	29	7	10	1	12	12	1	0	0	39
0.297563	1	0	0	2	29	7	11	1	12	15	1	0	28	1454
0.297563	7	0	0	1	29	7	11	1	12	11	1	0	0	39
0.297625	1	0	0	2	29	7	12	1	12	14	1	0	28	1454
0.297687	1	0	0	2	29	7	13	1	12	13	1	0	28	1454
0.297687	7	0	0	1	29	7	13	1	12	14	1	0	0	39
0.29775	1	1	0	1	29	8	1	1	12	15	1	0	12	1605
0.29775	4	1	0	1	29	8	1	1	12	15	1	0	28	5990
0.29775	1	0	0	2	29	7	14	1	12	11	1	0	28	1454
0.29775	7	0	0	1	29	7	14	1	12	13	1	0	0	39
0.297812	1	0	0	2	29	7	15	1	12	12	1	0	28	1454
0.297812	7	0	0	1	29	7	15	1	12	12	1	0	0	39
0.297875	1	0	0	2	29	8	0	1	12	15	1	0	28	1454
0.297875	7	0	0	1	29	8	0	1	12	11	1	0	0	39
0.297938	1	0	0	2	29	8	1	1	12	14	1	0	28	1454
0.298	1	1	0	1	29	8	2	1	12	11	1	0	12	1605
0.298	4	1	0	1	29	8	2	1	12	11	1	0	28	5990
0.298	1	0	0	2	29	8	2	1	12	13	1	0	28	1454
0.298	7	0	0	1	29	8	2	1	12	14	1	0	0	39
0.298063	1	0	0	2	29	8	3	1	12	11	1	0	28	1454
0.298063	7	0	0	1	29	8	3	1	12	13	1	0	0	39
0.298125	1	0	0	2	29	8	4	1	12	12	1	0	28	1454
0.298125	7	0	0	1	29	8	4	1	12	12	1	0	0	39
0.298187	1	0	0	2	29	8	5	1	12	15	1	0	28	1454
0.298187	4	0	0	2	29	8	5	1	11	10	1	0	0	35
0.298187	7	0	0	1	29	8	5	1	12	11	1	0	0	39
0.29825	1	1	0	1	29	8	3	1	12	14	1	0	12	1605
0.29825	4	1	0	1	29	8	3	1	12	14	1	0	28	5990
0.29825	1	0	0	2	29	8	6	1	12	14	1	0	28	1454
0.29825	7	0	0	1	29	8	6	1	12	15	1	0	0	39
0.298312	1	0	0	2	29	8	7	1	12	13	1	0	28	1454
0.298312	7	0	0	1	29	8	7	1	12	14	1	0	0	39
0.298375	1	0	0	2	29	8	8	1	12	11	1	0	28	1454
0.298375	4	0	0	2	29	8	8	1	12	12	1	0	0	39
0.298375	7	0	0	1	29	8	8	1	12	13	1	0	0	39
0.298438	1	0	0	2	29	8	9	1	12	12	1	0	28	1454
0.298438	7	0	0	1	29	8	9	1	12	12	1	0	0	39
0.2985	1	1	0	1	29	9	0	1	12	13	1	0	12	1605
0.2985	4	1	0	1	29	9	0	1	12	13	1	0	28	5990
0.2985	1	0	0	2	29	8	10	1	12	15	1	0	28	1454
0.2985	7	0	0	1	29	8	10	1	12	11	1	0	0	39
0.298563	1	0	0	2	29	8	11	1	12	14	1	0	28	1454
0.298563	4	0	0	2	29	8	11	1	12	15	1	0	0	39
0.298563	7	0	0	1	29	8	11	1	12	15	1	0	0	39
0.298625	1	0	0	2	29	8	12	1	12	13	1	0	28	1454
0.298625	4	0	0	2	29	8	12	1	12	13	1	0	0	39
0.298625	7	0	0	1	29	8	12	1	12	14	1	0	0	39
0.298687	1	0	0	2	29	8	13	1	12	11	1	0	28	1454
0.298687	7	0	0	1	29	8	13	1	12	13	1	0	0	39
0.29875	1	1	0	1	29	9	1	1	12	12	1	0	12	1605
0.29875	4	1	0	1	29	9	1	1	12	12	1	0	28	5990
0.29875	1	0	0	2	29	8	14	1	12	12	1	0	28	1454
0.29875	4	0	0	2	29	8	14	1	12	14	1	0	0	39
0.29875	7	0	0	1	29	8	14	1	12	12	1	0	0	39
0.298812	1	0	0	2	29	8	15	1	12	15	1	0	28	1454
0.298812	7	0	0	1	29	8	15	1	12	11	1	0	0	39
0.298875	1	0	0	2	29	9	0	1	12	14	1	0	28	1454
0.298875	7	0	0	1	29	9	0	1	12	15	1	0	0	39
0.298938	1	0	0	2	29	9	1	1	12	13	1	0	28	1454
0.298938	7	0	0	1	29	9	1	1	12	14	1	0	0	39
0.299	1	1	0	1	29	9	2	1	12	15	1	0	12	1605
0.299	4	1	0	1	29	9	2	1	12	15	1	0	28	5990
0.299	1	0	0	2	29	9	2	1	12	11	1	0	28	1454
0.299	7	0	0	1	29	9	2	1	12	13	1	0	0	39
0.299063	1	0	0	2	29	9	3	1	12	12	1	0	28	1454
0.299063	7	0	0	1	29	9	3	1	12	12	1	0	0	39
0.299125	1	0	0	2	29	9	4	1	12	15	1	0	28	1454
0.299125	7	0	0	1	29	9	4	1	12	11	1	0	0	39
0.299187	1	0	0	2	29	9	5	1	12	14	1	0	28	1454
0.299187	7	0	0	1	29	9	5	1	12	15	1	0	0	39
0.29925	1	1	0	1	29	9	3	1	12	11	1	0	12	1605
0.29925	4	1	0	1	29	9	3	1	12	11	1	0	28	5990
0.29925	1	0	0	2	29	9	6	1	12	13	1	0	28	1454
0.29925	7	0	0	1	29	9	6	1	12	14	1	0	0	39
0.299312	1	0	0	2	29	9	7	1	12	11	1	0	28	1454
0.299312	7	0	0	1	29	9	7	1	12	13	1	0	0	39
0.299375	1	0	0	2	29	9	8	1	12	12	1	0	28	1454
0.299375	7	0	0	1	29	9	8	1	12	12	1	0	0	39
0.299438	1	0	0	2	29	9	9	1	12	15	1	0	28	1454
0.299438	4	0	0	2	29	9	9	1	12	11	1	0	0	39
0.299438	7	0	0	1	29	9	9	1	12	11	1	0	0	39
0.2995	1	1	0	1	30	0	0	1	12	14	1	0	12	1605
0.2995	4	1	0	1	30	0	0	1	12	14	1	0	28	5990
0.2995	1	0	0	2	29	9	10	1	12	14	1	0	28	1454
0.2995	7	0	0	1	29	9	10	1	12	15	1	0	0	39
0.299563	1	0	0	2	29	9	11	1	12	13	1	0	28	1454
0.299563	7	0	0	1	29	9	11	1	12	14	1	0	0	39
0.299625	1	0	0	2	29	9	12	1	12	11	1	0	28	1454
0.299625	4	0	0	2	29	9	12	1	12	12	1	0	0	39
0.299625	7	0	0	1	29	9	12	1	12	13	1	0	0	39
0.299687	1	0	0	2	29	9	13	1	12	12	1	0	28	1454
0.299687	7	0	0	1	29	9	13	1	12	12	1	0	0	39
0.29975	1	1	0	1	30	0	1	1	12	13	1	0	12	1605
0.29975	4	1	0	1	30	0	1	1	12	13	1	0	28	5990
0.29975	1	0	0	2	29	9	14	1	12	15	1	0	28	1454
0.29975	7	0	0	1	29	9	14	1	12	11	1	0	0	39
0.299812	1	0	0	2	29	9	15	1	12	14	1	0	28	1454
0.299812	4	0	0	2	29	9	15	1	12	15	1	0	0	39
0.299812	7	0	0	1	29	9	15	1	12	15	1	0	0	39
0.299875	1	0	0	2	30	0	0	1	12	13	1	0	28	1454
0.299875	4	0	0	2	30	0	0	1	12	13	1	0	0	39
0.299875	7	0	0	1	30	0	0	1	12	14	1	0	0	39
0.299938	1	0	0	2	30	0	1	1	12	11	1	0	28	1454
0.299938	7	0	0	1	30	0	1	1	12	13	1	0	0	39
0.3	1	1	0	1	30	0	2	1	12	12	1	0	12	1605
0.3	4	1	0	1	30	0	2	1	12	12	1	0	28	5990
0.3	1	0	0	2	30	0	2	1	12	12	1	0	28	1454
0.3	4	0	0	2	30	0	2	1	11	14	1	0	0	35
0.3	7	0	0	1	30	0	2	1	12	12	1	0	0	39
0.300063	1	0	0	2	30	0	3	1	12	15	1	0	28	1454
0.300063	7	0	0	1	30	0	3	1	12	11	1	0	0	39
0.300125	1	0	0	2	30	0	4	1	12	14	1	0	28	1454
0.300125	7	0	0	1	30	0	4	1	12	15	1	0	0	39
0.300187	1	0	0	2	30	0	5	1	12	13	1	0	28	1454
0.300187	7	0	0	1	30	0	5	1	11	14	1	0	0	35
0.30025	1	1	0	1	30	0	3	1	12	15	1	0	12	1605
0.30025	4	1	0	1	30	0	3	1	12	15	1	0	28	5990
0.30025	1	0	0	2	30	0	6	1	12	11	1	0	28	1454
0.30025	7	0	0	1	30	0	6	1	12	13	1	0	0	39
0.300312	1	0	0	2	30	0	7	1	12	12	1	0	28	1454
0.300312	7	0	0	1	30	0	7	1	12	12	1	0	0	39
0.300375	1	0	0	2	30	0	8	1	12	15	1	0	28	1454
0.300375	7	0	0	1	30	0	8	1	12	10	1	0	0	39
0.300438	1	0	0	2	30	0	9	1	12	14	1	0	28	1454
0.300438	7	0	0	1	30	0	9	1	12	15	1	0	0	39
0.3005	1	1	0	1	30	1	0	1	12	11	1	0	12	1605
0.3005	4	1	0	1	30	1	0	1	12	11	1	0	28	5990
0.3005	1	0	0	2	30	0	10	1	12	13	1	0	28	1454
0.3005	7	0	0	1	30	0	10	1	12	14	1	0	0	39
0.300563	1	0	0	2	30	0	11	1	12	11	1	0	28	1454
0.300563	7	0	0	1	30	0	11	1	12	13	1	0	0	39
0.300625	1	0	0	2	30	0	12	1	12	12	1	0	28	1454
0.300625	7	0	0	1	30	0	12	1	12	12	1	0	0	39
0.300687	1	0	0	2	30	0	13	1	12	15	1	0	28	1454
0.300687	4	0	0	2	30	0	13	1	12	11	1	0	0	39
