Time	CellId	RNTI	BWPId	SINR(dB)
0.031808	7	1	0	-2.14227
0.0318705	4	2	0	21.5261
0.0318705	7	1	0	9.83385
0.0318839	1	2	0	35.102
0.0318839	7	1	0	-5.11815
0.031933	4	2	0	32.4478
0.0319464	1	2	0	33.1112
0.0319464	7	1	0	-5.10577
0.0319955	4	2	0	33.2843
0.0320357	1	1	1	5.96355
0.0320357	4	1	1	31.0066
0.032058	4	2	0	33.6621
0.0320714	1	2	0	36.4221
0.0320759	4	2	0	30.1837
0.0321205	7	1	0	38.1754
0.0321384	7	1	0	39.1801
0.0321964	1	2	0	61.0085
0.0322455	4	2	0	10.9276
0.0322455	7	1	0	-2.14227
0.0322589	1	2	0	36.4221
0.0322589	4	2	0	-19.4362
0.0322857	4	1	1	62.6319
0.032308	7	1	0	38.6569
0.0323705	7	1	0	39.1801
0.0323839	1	2	0	34.9258
0.032433	4	2	0	19.6732
0.032433	7	1	0	37.9353
0.0324464	1	2	0	33.1112
0.0324509	4	2	0	18.5171
0.0324509	7	1	0	6.96154
0.0324821	1	1	1	65.8156
0.0325357	4	1	1	62.6319
0.032558	7	1	0	39.0347
0.0325714	1	2	0	35.102
0.0325759	7	1	0	35.6114
0.0326205	4	2	0	32.0571
0.032683	4	2	0	33.6621
0.0326964	1	2	0	33.1112
0.0326964	7	1	0	-5.10577
0.0327321	1	1	1	65.8156
0.0327455	4	2	0	33.2843
0.0327589	1	2	0	36.1458
0.0327589	4	2	0	-19.4362
0.0327857	4	1	1	62.6319
0.032808	7	1	0	38.6495
0.0328259	7	1	0	39.1801
0.0328839	1	2	0	35.102
0.0328839	7	1	0	-5.11815
0.032933	4	2	0	32.4478
0.0329464	1	2	0	33.1112
0.0329464	4	2	0	-19.4363
0.0329464	7	1	0	-5.10577
0.0329643	1	1	1	65.7795
0.0330357	4	1	1	62.6319
0.033058	7	1	0	39.0347
0.0330714	1	2	0	35.102
0.0331205	4	2	0	19.7492
0.0331205	7	1	0	38.2429
0.0331339	7	1	0	9.83385
0.033183	4	2	0	33.3084
0.0331964	1	2	0	36.4221
0.0332321	1	1	1	65.8156
0.0332455	4	2	0	32.8153
0.0332455	7	1	0	6.78146
0.0332589	1	2	0	61.0085
0.0332857	4	1	1	62.6319
0.033308	4	2	0	10.9276
0.033308	7	1	0	-2.14227
0.0333661	4	2	0	21.5261
0.0333705	7	1	0	28.3832
0.0333839	1	2	0	35.102
0.0333884	7	1	0	35.6114
0.033433	4	2	0	32.0571
0.0334464	1	2	0	36.4221
0.0334509	4	2	0	30.1837
0.0334821	1	1	1	65.8156
0.0334955	7	1	0	38.2433
0.0335357	4	1	1	31.0066
0.033558	7	1	0	39.0347
0.0335714	1	2	0	61.0085
0.0336205	4	2	0	10.9276
0.0336205	7	1	0	-2.14227
0.0336339	4	2	0	21.5261
0.0336473	7	1	0	37.9328
0.0336964	1	1	1	66.0634
0.0336964	1	2	0	36.1458
0.0336964	4	2	0	-19.4362
0.0337455	7	1	0	38.6495
0.0337589	1	2	0	34.9258
0.0337634	7	1	0	35.3038
0.0337857	1	1	1	5.96355
0.0337857	4	1	1	31.0066
0.033808	4	2	0	31.9773
0.0338214	4	2	0	33.6621
0.0338839	1	2	0	36.4221
0.0338839	4	2	0	-19.4362
0.033933	7	1	0	38.6569
0.0339464	1	2	0	33.1112
0.0339464	4	2	0	-19.4363
0.0339598	7	1	0	37.9312
0.0340357	1	1	1	5.96355
0.0340357	4	1	1	31.0066
0.034058	4	2	0	32.8255
0.0340714	1	2	0	33.1112
0.0340714	7	1	0	-5.10577
