-40	-70	1.5	-15.1016	-15.1126	-107.139	20.5006	
-40	-67.6	1.5	-25.2175	-25.2181	-117.309	18.5334	
-40	-65.2	1.5	-29.7224	-29.7288	-117.613	3.94435	
-40	-62.8	1.5	-4.89855	-4.93757	-96.8119	19.9257	
-40	-60.4	1.5	-16.1737	-16.1799	-108.409	27.5643	
-40	-58	1.5	-5.73591	-5.74611	-98.0594	21.3641	
-40	-55.6	1.5	-26.3831	-26.385	-117.07	9.03967	
-40	-53.2	1.5	-16.9936	-16.9997	-108.811	19.638	
-40	-50.8	1.5	-19.2043	-19.2093	-111.145	30.5175	
-40	-48.4	1.5	-21.7596	-21.7614	-113.383	17.4827	
-40	-46	1.5	-22.5353	-22.5576	-112.237	5.17626	
-40	-43.6	1.5	-0.886348	-0.961893	-93.2027	31.6983	
-40	-41.2	1.5	-13.1511	-13.171	-105.18	38.2442	
-40	-38.8	1.5	-21.2244	-21.2307	-113.053	13.6951	
-40	-36.4	1.5	-14.6025	-14.636	-106.256	19.2865	
-40	-34	1.5	-14.0896	-14.1404	-105.31	35.0433	
-40	-31.6	1.5	-2.4679	-2.83888	-94.3881	22.7571	
-40	-29.2	1.5	-3.06857	-3.0808	-95.3854	22.4371	
-40	-26.8	1.5	-6.75604	-6.84966	-98.7442	9.86458	
-40	-24.4	1.5	-19.81	-19.8251	-110.85	12.7815	
-40	-22	1.5	-19.2206	-19.2755	-108.935	11.2851	
-40	-19.6	1.5	-7.62994	-7.66231	-99.7846	16.5633	
-40	-17.2	1.5	-24.7493	-24.7736	-113.216	7.65269	
-40	-14.8	1.5	-3.03083	-3.45525	-93.103	15.5383	
-40	-12.4	1.5	-3.39995	-3.62628	-95.2877	18.0649	
-40	-10	1.5	-5.15789	-5.81683	-94.3211	7.83275	
-40	-7.6	1.5	-12.9975	-13.0371	-104.597	15.5262	
-40	-5.2	1.5	-21.6985	-21.7321	-110.949	0.669001	
-40	-2.8	1.5	-7.32489	-7.35737	-99.2775	14.0931	
-40	-0.4	1.5	-1.48297	-1.53868	-93.6795	17.4462	
-40	2	1.5	-1.00852	-1.10698	-93.2533	17.0706	
-40	4.4	1.5	-17.8523	-17.8989	-107.905	4.57022	
-40	6.8	1.5	-3.25867	-3.33408	-95.4523	19.1431	
-40	9.2	1.5	-5.44995	-5.46209	-97.7731	30.052	
-40	11.6	1.5	-14.0516	-14.0563	-106.269	25.444	
-40	14	1.5	-10.3711	-10.4095	-102.452	10.1456	
-40	16.4	1.5	-8.83198	-8.87767	-100.81	21.5905	
-40	18.8	1.5	-16.7101	-16.7342	-108.261	6.70386	
-40	21.2	1.5	-21.4698	-21.4712	-111.832	17.1818	
-40	23.6	1.5	-10.5078	-10.5334	-102.586	14.7759	
-40	26	1.5	-3.78299	-3.83673	-95.9805	16.702	
-40	28.4	1.5	-24.1928	-24.1986	-114.793	7.73172	
-40	30.8	1.5	-23.5111	-23.583	-111.872	2.62928	
-40	33.2	1.5	-25.4857	-25.5014	-113.756	3.43899	
-40	35.6	1.5	-10.1866	-10.2102	-102.363	17.9028	
-40	38	1.5	-14.7632	-14.7735	-106.779	14.0481	
-40	40.4	1.5	-24.249	-24.2524	-115.213	10.4222	
-40	42.8	1.5	-25.8462	-25.8583	-115.987	4.39906	
-40	45.2	1.5	-25.9221	-25.9237	-116.7	17.5369	
-40	47.6	1.5	-10.4321	-10.4337	-102.758	25.075	
-40	50	1.5	-4.81181	-4.82484	-97.1447	20.7418	
-37.6	-70	1.5	-14.8292	-14.8457	-106.646	30.0108	
-37.6	-67.6	1.5	-24.415	-24.4202	-115.209	10.0028	
-37.6	-65.2	1.5	-3.1766	-3.17921	-95.5368	29.4711	
-37.6	-62.8	1.5	-15.1754	-15.1865	-107.152	15.2255	
-37.6	-60.4	1.5	-5.51804	-5.52383	-97.873	29.1929	
-37.6	-58	1.5	-16.8648	-16.878	-108.378	20.3321	
