time(s)	cellId	rnti	lcid	packetSize
0.0420625	1	2	4	57
0.0420625	4	2	4	36
0.042125	1	2	4	57
0.042125	4	2	4	182
0.0421875	7	1	4	36
0.04225	1	1	4	245
0.04225	4	1	4	245
0.04225	1	2	4	57
0.04225	4	2	4	57
0.0423125	1	2	4	57
0.0423125	4	2	4	57
0.0423125	7	1	4	36
0.0424375	1	2	4	57
0.0424375	4	2	4	57
0.0424375	7	1	4	216
0.0425	1	1	4	164
0.0425	4	1	4	164
0.0425625	1	2	4	57
0.0425625	7	1	4	57
0.042625	1	2	4	57
0.042625	7	1	4	57
0.0426875	4	2	4	36
0.04275	4	1	4	245
0.04275	1	2	4	57
0.04275	7	1	4	57
0.0428125	1	2	4	57
0.0428125	4	2	4	36
0.0428125	7	1	4	57
0.042875	4	2	4	36
0.0429375	1	2	4	57
0.043	4	1	4	164
0.043	4	2	4	182
0.043	7	1	4	36
0.0430625	1	2	4	57
0.0430625	4	2	4	57
0.043125	1	2	4	57
0.043125	4	2	4	57
0.04325	4	1	4	245
0.04325	1	2	4	57
0.04325	4	2	4	57
0.0433125	1	2	4	57
0.0433125	4	2	4	57
0.0433125	7	1	4	249
0.0434375	1	2	4	57
0.0434375	7	1	4	57
0.0435	4	1	4	164
0.0435625	1	2	4	57
0.0435625	7	1	4	57
0.043625	1	2	4	57
0.043625	7	1	4	57
0.0436875	4	2	4	36
0.04375	4	1	4	245
0.04375	1	2	4	57
0.04375	4	2	4	36
0.0438125	1	2	4	57
0.0438125	7	1	4	36
0.043875	4	2	4	216
0.0439375	1	2	4	57
0.044	1	1	4	1223
0.044	4	1	4	164
0.044	4	2	4	57
0.044	7	1	4	36
0.0440625	1	2	4	57
0.0440625	4	2	4	57
0.044125	1	2	4	57
0.044125	4	2	4	57
0.044125	7	1	4	216
0.04425	1	1	4	245
0.04425	4	1	4	245
0.04425	1	2	4	57
0.04425	4	2	4	57
0.0443125	1	2	4	57
0.0443125	4	2	4	57
0.0443125	7	1	4	114
0.0444375	1	2	4	57
0.0444375	7	1	4	57
0.0445	1	1	4	164
0.0445	4	1	4	164
0.0445	4	2	4	36
0.0445625	1	2	4	57
0.0445625	7	1	4	57
0.044625	1	2	4	57
0.044625	7	1	4	57
0.04475	1	1	4	245
0.04475	4	1	4	245
0.04475	1	2	4	57
0.04475	4	2	4	193
0.0448125	1	2	4	57
0.0448125	4	2	4	57
0.0448125	7	1	4	36
0.0449375	1	2	4	57
0.045	1	1	4	164
0.045	4	1	4	164
0.045	4	2	4	57
0.045	7	1	4	36
0.0450625	1	2	4	57
0.0450625	7	1	4	36
0.045125	1	2	4	57
0.045125	7	1	4	182
0.0451875	4	2	4	36
0.04525	1	1	4	245
0.04525	4	1	4	245
0.04525	1	2	4	57
0.04525	4	2	4	36
0.0453125	1	2	4	57
0.0453125	4	2	4	159
0.0453125	7	1	4	114
0.0454375	1	2	4	57
0.0454375	4	2	4	57
0.0455	4	1	4	164
0.0455	7	1	4	57
0.0455625	1	2	4	57
0.0455625	4	2	4	57
0.0455625	7	1	4	57
0.045625	1	2	4	57
0.045625	7	1	4	57
0.0456875	4	2	4	57
0.04575	4	1	4	245
0.04575	1	2	4	57
0.04575	7	1	4	57
0.0458125	1	2	4	57
0.0458125	4	2	4	36
0.0458125	7	1	4	57
0.0459375	1	2	4	57
0.0459375	4	2	4	36
0.046	4	1	4	164
0.046	4	2	4	103
0.046	7	1	4	36
0.0460625	1	2	4	57
0.046125	1	2	4	57
0.046125	4	2	4	114
0.04625	4	1	4	245
0.04625	1	2	4	57
0.04625	4	2	4	57
0.04625	7	1	4	193
0.0463125	1	2	4	57
0.0463125	4	2	4	57
0.0463125	7	1	4	57
0.0464375	1	2	4	57
0.0464375	7	1	4	57
0.0465	4	1	4	164
0.0465	4	2	4	36
0.0465625	1	2	4	57
0.0465625	7	1	4	57
0.046625	1	2	4	57
0.0466875	4	2	4	36
0.0466875	7	1	4	36
0.04675	1	1	4	1223
0.04675	4	1	4	245
0.04675	1	2	4	57
0.04675	7	1	4	80
0.0468125	1	2	4	57
0.0468125	4	2	4	216
0.0468125	7	1	4	57
0.0469375	1	2	4	57
0.0469375	4	2	4	57
0.047	1	1	4	164
0.047	4	1	4	164
0.047	7	1	4	57
0.0470625	1	2	4	57
0.0470625	4	2	4	57
0.047125	1	2	4	57
0.047125	4	2	4	57
0.0471875	7	1	4	36
0.04725	1	1	4	245
0.04725	4	1	4	245
0.04725	1	2	4	57
0.04725	7	1	4	36
0.0473125	1	2	4	57
0.0473125	4	2	4	36
0.0473125	7	1	4	159
0.0474375	1	2	4	57
0.0474375	7	1	4	57
0.0475	1	1	4	164
0.0475	4	1	4	164
0.0475	4	2	4	36
0.0475625	1	2	4	57
0.0475625	7	1	4	57
0.047625	1	2	4	57
0.047625	4	2	4	216
0.0476875	7	1	4	57
0.04775	1	1	4	245
0.04775	4	1	4	245
0.04775	1	2	4	57
0.0478125	1	2	4	57
0.0478125	4	2	4	114
0.0478125	7	1	4	36
