Time	direction	frame	subF	slot	1stSym	nSymbol	cellId	bwpId	rnti	tbSize	mcs	rank	rv	SINR(dB)	CQI	corrupt	TBler
0.0208214	DL	2	0	13	1	1	4	0	2	109	26	1	0	33.6621	15	0	0
0.0208839	DL	2	0	14	1	1	1	0	2	118	28	1	0	35.102	15	0	5.701e-14
0.0208839	DL	2	0	14	1	1	7	0	1	118	28	1	0	-5.11815	0	1	1
0.020933	DL	2	0	14	1	12	4	0	2	109	26	1	1	41.4787	15	0	0
0.0209464	DL	2	0	15	1	1	1	0	2	118	28	1	0	33.1112	15	0	5.701e-14
0.0209464	DL	2	0	15	1	1	7	0	1	118	28	1	0	-5.10577	0	1	1
0.0209955	DL	2	0	15	1	12	4	0	2	39	0	1	0	33.1455	15	0	0
0.0210357	DL	2	1	0	1	1	1	1	1	497	28	1	0	5.96355	7	1	1
0.0210357	DL	2	1	0	1	1	4	1	1	497	28	1	0	31.0066	15	0	0
0.021058	DL	2	1	0	1	12	4	0	2	118	28	1	1	20.336	15	1	0.927289
0.021058	DL	2	1	0	1	12	7	0	1	96	24	1	1	7.13903	8	1	0.999997
0.0210714	DL	2	1	1	1	1	1	0	2	118	28	1	0	36.4221	15	0	5.701e-14
0.0211205	DL	2	1	1	1	12	4	0	2	39	0	1	0	32.8153	14	0	0
0.0211205	DL	2	1	1	1	12	7	0	1	82	22	1	1	15.8124	12	0	0
0.0211339	DL	2	1	2	1	1	4	0	2	118	28	1	0	21.5261	15	0	1.30873e-05
0.021183	DL	2	1	2	1	12	7	0	1	39	0	1	0	38.8028	15	0	0
0.0211964	DL	2	1	3	1	1	1	0	2	118	28	1	0	36.4221	15	0	5.701e-14
0.0211964	DL	2	1	3	1	1	4	0	2	118	28	1	0	-19.4362	0	1	1
0.0212455	DL	2	1	3	1	12	7	0	1	118	28	1	1	47.6878	15	1	0.309232
0.0212589	DL	2	1	4	1	1	1	0	2	118	28	1	0	36.4221	15	0	5.701e-14
0.0212589	DL	2	1	4	1	1	4	0	2	118	28	1	0	-19.4362	0	1	1
0.0212857	DL	2	1	1	1	1	4	1	1	497	28	1	0	62.6319	15	0	0
0.021308	DL	2	1	4	1	12	7	0	1	118	28	1	1	47.6878	15	1	0.290877
0.0213705	DL	2	1	5	1	12	4	0	2	118	28	1	2	20.336	15	0	0
0.0213705	DL	2	1	5	1	12	7	0	1	96	24	1	2	7.13903	8	0	0.699033
0.0213839	DL	2	1	6	1	1	1	0	2	118	28	1	0	33.1112	15	0	5.701e-14
