time(s)	cellId	rnti	lcid	packetSize
0.2379	1	2	4	55
0.2379	4	2	4	55
0.2379	7	1	4	55
0.2379	1	1	4	80
0.237901	4	1	4	80
0.238	1	2	4	55
0.238	4	2	4	55
0.238	7	1	4	55
0.238	1	1	4	80
0.238001	4	1	4	80
0.2381	1	2	4	55
0.2381	4	2	4	55
0.2381	7	1	4	55
0.2381	1	1	4	80
0.238101	4	1	4	80
0.2382	1	2	4	55
0.2382	4	2	4	55
0.2382	7	1	4	55
0.2382	1	1	4	80
0.238201	4	1	4	80
0.2383	1	2	4	55
0.2383	4	2	4	55
0.2383	7	1	4	55
0.2383	1	1	4	80
0.238301	4	1	4	80
0.2384	1	2	4	55
0.2384	4	2	4	55
0.2384	7	1	4	55
0.2384	1	1	4	80
0.238401	4	1	4	80
0.2385	1	2	4	55
0.2385	4	2	4	55
0.2385	7	1	4	55
0.2385	1	1	4	80
0.238501	4	1	4	80
0.2386	1	2	4	55
0.2386	4	2	4	55
0.2386	7	1	4	55
0.2386	1	1	4	80
0.238601	4	1	4	80
0.2387	1	2	4	55
0.2387	4	2	4	55
0.2387	7	1	4	55
0.2387	1	1	4	80
0.238701	4	1	4	80
0.2388	1	2	4	55
0.2388	4	2	4	55
0.2388	7	1	4	55
0.2388	1	1	4	80
0.238801	4	1	4	80
0.2389	1	2	4	55
0.2389	4	2	4	55
0.2389	7	1	4	55
0.2389	1	1	4	80
0.238901	4	1	4	80
0.239	1	2	4	55
0.239	4	2	4	55
0.239	7	1	4	55
0.239	1	1	4	80
0.239001	4	1	4	80
0.2391	1	2	4	55
0.2391	4	2	4	55
0.2391	7	1	4	55
0.2391	1	1	4	80
0.239101	4	1	4	80
0.2392	1	2	4	55
0.2392	4	2	4	55
0.2392	7	1	4	55
0.2392	1	1	4	80
0.239201	4	1	4	80
0.2393	1	2	4	55
0.2393	4	2	4	55
0.2393	7	1	4	55
0.2393	1	1	4	80
0.239301	4	1	4	80
0.2394	1	2	4	55
0.2394	4	2	4	55
0.2394	7	1	4	55
0.2394	1	1	4	80
0.239401	4	1	4	80
0.2395	1	2	4	55
0.2395	4	2	4	55
0.2395	7	1	4	55
0.2395	1	1	4	80
0.239501	4	1	4	80
0.2396	1	2	4	55
0.2396	4	2	4	55
0.2396	7	1	4	55
0.2396	1	1	4	80
0.239601	4	1	4	80
0.2397	1	2	4	55
0.2397	4	2	4	55
0.2397	7	1	4	55
0.2397	1	1	4	80
0.239701	4	1	4	80
0.2398	1	2	4	55
0.2398	4	2	4	55
0.2398	7	1	4	55
0.2398	1	1	4	80
0.239801	4	1	4	80
0.2399	1	2	4	55
0.2399	4	2	4	55
0.2399	7	1	4	55
0.2399	1	1	4	80
0.239901	4	1	4	80
0.24	1	2	4	55
0.24	4	2	4	55
0.24	7	1	4	55
0.24	1	1	4	80
0.240001	4	1	4	80
0.2401	1	2	4	55
0.2401	4	2	4	55
0.2401	7	1	4	55
0.2401	1	1	4	80
0.240101	4	1	4	80
0.2402	1	2	4	55
0.2402	4	2	4	55
0.2402	7	1	4	55
0.2402	1	1	4	80
0.240201	4	1	4	80
0.2403	1	2	4	55
0.2403	4	2	4	55
0.2403	7	1	4	55
0.2403	1	1	4	80
0.240301	4	1	4	80
0.2404	1	2	4	55
0.2404	4	2	4	55
0.2404	7	1	4	55
0.2404	1	1	4	80
0.240401	4	1	4	80
0.2405	1	2	4	55
0.2405	4	2	4	55
0.2405	7	1	4	55
0.2405	1	1	4	80
0.240501	4	1	4	80
0.2406	1	2	4	55
0.2406	4	2	4	55
0.2406	7	1	4	55
0.2406	1	1	4	80
0.240601	4	1	4	80
0.2407	1	2	4	55
0.2407	4	2	4	55
0.2407	7	1	4	55
0.2407	1	1	4	80
0.240701	4	1	4	80
0.2408	1	2	4	55
0.2408	4	2	4	55
0.2408	7	1	4	55
0.2408	1	1	4	80
0.240801	4	1	4	80
0.2409	1	2	4	55
0.2409	4	2	4	55
0.2409	7	1	4	55
0.2409	1	1	4	80
0.240901	4	1	4	80
0.241	1	2	4	55
0.241	4	2	4	55
0.241	7	1	4	55
0.241	1	1	4	80
0.241001	4	1	4	80
0.2411	1	2	4	55
0.2411	4	2	4	55
0.2411	7	1	4	55
0.2411	1	1	4	80
0.241101	4	1	4	80
0.2412	1	2	4	55
0.2412	4	2	4	55
0.2412	7	1	4	55
0.2412	1	1	4	80
0.241201	4	1	4	80
0.2413	1	2	4	55
0.2413	4	2	4	55
0.2413	7	1	4	55
0.2413	1	1	4	80
0.241301	4	1	4	80
0.2414	1	2	4	55
0.2414	4	2	4	55
0.2414	7	1	4	55
0.2414	1	1	4	80
0.241401	4	1	4	80
0.2415	1	2	4	55
0.2415	4	2	4	55
0.2415	7	1	4	55
0.2415	1	1	4	80
0.241501	4	1	4	80
0.2416	1	2	4	55
0.2416	4	2	4	55
0.2416	7	1	4	55
0.2416	1	1	4	80
0.241601	4	1	4	80
0.2417	1	2	4	55
0.2417	4	2	4	55
0.2417	7	1	4	55
0.2417	1	1	4	80
0.241701	4	1	4	80
0.2418	1	2	4	55
0.2418	4	2	4	55
0.2418	7	1	4	55
0.2418	1	1	4	80
0.241801	4	1	4	80
0.2419	1	2	4	55
0.2419	4	2	4	55
0.2419	7	1	4	55
0.2419	1	1	4	80
0.241901	4	1	4	80
0.242	1	2	4	55
0.242	4	2	4	55
0.242	7	1	4	55
0.242	1	1	4	80
0.242001	4	1	4	80
0.2421	1	2	4	55
0.2421	4	2	4	55
0.2421	7	1	4	55
0.2421	1	1	4	80
0.242101	4	1	4	80
0.2422	1	2	4	55
0.2422	4	2	4	55
0.2422	7	1	4	55
0.2422	1	1	4	80
0.242201	4	1	4	80
0.2423	1	2	4	55
0.2423	4	2	4	55
0.2423	7	1	4	55
0.2423	1	1	4	80
0.242301	4	1	4	80
0.2424	1	2	4	55
0.2424	4	2	4	55
0.2424	7	1	4	55
0.2424	1	1	4	80
0.242401	4	1	4	80
0.2425	1	2	4	55
0.2425	4	2	4	55
0.2425	7	1	4	55
0.2425	1	1	4	80
0.242501	4	1	4	80
0.2426	1	2	4	55
0.2426	4	2	4	55
0.2426	7	1	4	55
0.2426	1	1	4	80
0.242601	4	1	4	80
0.2427	1	2	4	55
0.2427	4	2	4	55
0.2427	7	1	4	55
0.2427	1	1	4	80
0.242701	4	1	4	80
0.2428	1	2	4	55
0.2428	4	2	4	55
0.2428	7	1	4	55
0.2428	1	1	4	80
0.242801	4	1	4	80
0.2429	1	2	4	55
0.2429	4	2	4	55
0.2429	7	1	4	55
0.2429	1	1	4	80
0.242901	4	1	4	80
0.243	1	2	4	55
0.243	4	2	4	55
0.243	7	1	4	55
0.243	1	1	4	80
0.243001	4	1	4	80
0.2431	1	2	4	55
0.2431	4	2	4	55
0.2431	7	1	4	55
0.2431	1	1	4	80
0.243101	4	1	4	80
0.2432	1	2	4	55
0.2432	4	2	4	55
0.2432	7	1	4	55
0.2432	1	1	4	80
0.243201	4	1	4	80
0.2433	1	2	4	55
0.2433	4	2	4	55
0.2433	7	1	4	55
0.2433	1	1	4	80
0.243301	4	1	4	80
0.2434	1	2	4	55
0.2434	4	2	4	55
0.2434	7	1	4	55
0.2434	1	1	4	80
0.243401	4	1	4	80
0.2435	1	2	4	55
0.2435	4	2	4	55
0.2435	7	1	4	55
0.2435	1	1	4	80
0.243501	4	1	4	80
0.2436	1	2	4	55
0.2436	4	2	4	55
0.2436	7	1	4	55
0.2436	1	1	4	80
0.243601	4	1	4	80
0.2437	1	2	4	55
0.2437	4	2	4	55
0.2437	7	1	4	55
0.2437	1	1	4	80
0.243701	4	1	4	80
0.2438	1	2	4	55
0.2438	4	2	4	55
0.2438	7	1	4	55
0.2438	1	1	4	80
0.243801	4	1	4	80
0.2439	1	2	4	55
0.2439	4	2	4	55
0.2439	7	1	4	55
0.2439	1	1	4	80
0.243901	4	1	4	80
0.244	1	2	4	55
0.244	4	2	4	55
0.244	7	1	4	55
0.244	1	1	4	80
0.244001	4	1	4	80
0.2441	1	2	4	55
0.2441	4	2	4	55
0.2441	7	1	4	55
0.2441	1	1	4	80
0.244101	4	1	4	80
0.2442	1	2	4	55
0.2442	4	2	4	55
0.2442	7	1	4	55
0.2442	1	1	4	80
0.244201	4	1	4	80
0.2443	1	2	4	55
0.2443	4	2	4	55
0.2443	7	1	4	55
0.2443	1	1	4	80
0.244301	4	1	4	80
0.2444	1	2	4	55
0.2444	4	2	4	55
0.2444	7	1	4	55
0.2444	1	1	4	80
0.244401	4	1	4	80
0.2445	1	2	4	55
0.2445	4	2	4	55
0.2445	7	1	4	55
0.2445	1	1	4	80
0.244501	4	1	4	80
0.2446	1	2	4	55
0.2446	4	2	4	55
0.2446	7	1	4	55
0.2446	1	1	4	80
0.244601	4	1	4	80
0.2447	1	2	4	55
0.2447	4	2	4	55
0.2447	7	1	4	55
0.2447	1	1	4	80
0.244701	4	1	4	80
0.2448	1	2	4	55
0.2448	4	2	4	55
0.2448	7	1	4	55
0.2448	1	1	4	80
0.244801	4	1	4	80
0.2449	1	2	4	55
0.2449	4	2	4	55
0.2449	7	1	4	55
0.2449	1	1	4	80
0.244901	4	1	4	80
0.245	1	2	4	55
0.245	4	2	4	55
0.245	7	1	4	55
0.245	1	1	4	80
0.245001	4	1	4	80
0.2451	1	2	4	55
0.2451	4	2	4	55
0.2451	7	1	4	55
0.2451	1	1	4	80
0.245101	4	1	4	80
0.2452	1	2	4	55
0.2452	4	2	4	55
0.2452	7	1	4	55
0.2452	1	1	4	80
0.245201	4	1	4	80
0.2453	1	2	4	55
0.2453	4	2	4	55
0.2453	7	1	4	55
0.2453	1	1	4	80
0.245301	4	1	4	80
0.2454	1	2	4	55
0.2454	4	2	4	55
0.2454	7	1	4	55
0.2454	1	1	4	80
0.245401	4	1	4	80
0.2455	1	2	4	55
0.2455	4	2	4	55
0.2455	7	1	4	55
0.2455	1	1	4	80
0.245501	4	1	4	80
0.2456	1	2	4	55
0.2456	4	2	4	55
0.2456	7	1	4	55
0.2456	1	1	4	80
0.245601	4	1	4	80
0.2457	1	2	4	55
0.2457	4	2	4	55
0.2457	7	1	4	55
0.2457	1	1	4	80
0.245701	4	1	4	80
0.2458	1	2	4	55
0.2458	4	2	4	55
0.2458	7	1	4	55
0.2458	1	1	4	80
0.245801	4	1	4	80
0.2459	1	2	4	55
0.2459	4	2	4	55
0.2459	7	1	4	55
0.2459	1	1	4	80
0.245901	4	1	4	80
0.246	1	2	4	55
0.246	4	2	4	55
0.246	7	1	4	55
0.246	1	1	4	80
0.246001	4	1	4	80
0.2461	1	2	4	55
0.2461	4	2	4	55
0.2461	7	1	4	55
0.2461	1	1	4	80
0.246101	4	1	4	80
0.2462	1	2	4	55
0.2462	4	2	4	55
0.2462	7	1	4	55
0.2462	1	1	4	80
0.246201	4	1	4	80
0.2463	1	2	4	55
0.2463	4	2	4	55
0.2463	7	1	4	55
0.2463	1	1	4	80
0.246301	4	1	4	80
0.2464	1	2	4	55
0.2464	4	2	4	55
0.2464	7	1	4	55
0.2464	1	1	4	80
0.246401	4	1	4	80
0.2465	1	2	4	55
0.2465	4	2	4	55
0.2465	7	1	4	55
0.2465	1	1	4	80
0.246501	4	1	4	80
0.2466	1	2	4	55
0.2466	4	2	4	55
0.2466	7	1	4	55
0.2466	1	1	4	80
0.246601	4	1	4	80
0.2467	1	2	4	55
0.2467	4	2	4	55
0.2467	7	1	4	55
0.2467	1	1	4	80
0.246701	4	1	4	80
0.2468	1	2	4	55
0.2468	4	2	4	55
0.2468	7	1	4	55
0.2468	1	1	4	80
0.246801	4	1	4	80
0.2469	1	2	4	55
0.2469	4	2	4	55
0.2469	7	1	4	55
0.2469	1	1	4	80
0.246901	4	1	4	80
0.247	1	2	4	55
0.247	4	2	4	55
0.247	7	1	4	55
0.247	1	1	4	80
0.247001	4	1	4	80
0.2471	1	2	4	55
0.2471	4	2	4	55
0.2471	7	1	4	55
0.2471	1	1	4	80
0.247101	4	1	4	80
0.2472	1	2	4	55
0.2472	4	2	4	55
0.2472	7	1	4	55
0.2472	1	1	4	80
0.247201	4	1	4	80
0.2473	1	2	4	55
0.2473	4	2	4	55
0.2473	7	1	4	55
0.2473	1	1	4	80
0.247301	4	1	4	80
0.2474	1	2	4	55
0.2474	4	2	4	55
0.2474	7	1	4	55
0.2474	1	1	4	80
0.247401	4	1	4	80
0.2475	1	2	4	55
0.2475	4	2	4	55
0.2475	7	1	4	55
0.2475	1	1	4	80
0.247501	4	1	4	80
0.2476	1	2	4	55
0.2476	4	2	4	55
0.2476	7	1	4	55
0.2476	1	1	4	80
0.247601	4	1	4	80
0.2477	1	2	4	55
0.2477	4	2	4	55
0.2477	7	1	4	55
0.2477	1	1	4	80
0.247701	4	1	4	80
0.2478	1	2	4	55
0.2478	4	2	4	55
0.2478	7	1	4	55
0.2478	1	1	4	80
0.247801	4	1	4	80
0.2479	1	2	4	55
0.2479	4	2	4	55
0.2479	7	1	4	55
0.2479	1	1	4	80
0.247901	4	1	4	80
0.248	1	2	4	55
0.248	4	2	4	55
0.248	7	1	4	55
0.248	1	1	4	80
0.248001	4	1	4	80
0.2481	1	2	4	55
0.2481	4	2	4	55
0.2481	7	1	4	55
0.2481	1	1	4	80
0.248101	4	1	4	80
0.2482	1	2	4	55
0.2482	4	2	4	55
0.2482	7	1	4	55
0.2482	1	1	4	80
0.248201	4	1	4	80
0.2483	1	2	4	55
0.2483	4	2	4	55
0.2483	7	1	4	55
0.2483	1	1	4	80
0.248301	4	1	4	80
0.2484	1	2	4	55
0.2484	4	2	4	55
0.2484	7	1	4	55
0.2484	1	1	4	80
0.248401	4	1	4	80
0.2485	1	2	4	55
0.2485	4	2	4	55
0.2485	7	1	4	55
0.2485	1	1	4	80
0.248501	4	1	4	80
0.2486	1	2	4	55
0.2486	4	2	4	55
0.2486	7	1	4	55
0.2486	1	1	4	80
0.248601	4	1	4	80
0.2487	1	2	4	55
0.2487	4	2	4	55
0.2487	7	1	4	55
0.2487	1	1	4	80
0.248701	4	1	4	80
0.2488	1	2	4	55
0.2488	4	2	4	55
0.2488	7	1	4	55
0.2488	1	1	4	80
0.248801	4	1	4	80
0.2489	1	2	4	55
0.2489	4	2	4	55
0.2489	7	1	4	55
0.2489	1	1	4	80
0.248901	4	1	4	80
0.249	1	2	4	55
0.249	4	2	4	55
0.249	7	1	4	55
0.249	1	1	4	80
0.249001	4	1	4	80
0.2491	1	2	4	55
0.2491	4	2	4	55
0.2491	7	1	4	55
0.2491	1	1	4	80
0.249101	4	1	4	80
0.2492	1	2	4	55
0.2492	4	2	4	55
0.2492	7	1	4	55
0.2492	1	1	4	80
0.249201	4	1	4	80
0.2493	1	2	4	55
0.2493	4	2	4	55
0.2493	7	1	4	55
0.2493	1	1	4	80
0.249301	4	1	4	80
0.2494	1	2	4	55
0.2494	4	2	4	55
0.2494	7	1	4	55
0.2494	1	1	4	80
0.249401	4	1	4	80
0.2495	1	2	4	55
0.2495	4	2	4	55
0.2495	7	1	4	55
0.2495	1	1	4	80
0.249501	4	1	4	80
0.2496	1	2	4	55
0.2496	4	2	4	55
0.2496	7	1	4	55
0.2496	1	1	4	80
0.249601	4	1	4	80
0.2497	1	2	4	55
0.2497	4	2	4	55
0.2497	7	1	4	55
0.2497	1	1	4	80
0.249701	4	1	4	80
0.2498	1	2	4	55
0.2498	4	2	4	55
0.2498	7	1	4	55
0.2498	1	1	4	80
0.249801	4	1	4	80
0.2499	1	2	4	55
0.2499	4	2	4	55
0.2499	7	1	4	55
0.2499	1	1	4	80
0.249901	4	1	4	80
0.25	1	2	4	55
0.25	4	2	4	55
0.25	7	1	4	55
0.25	1	1	4	80
0.250001	4	1	4	80
0.2501	1	2	4	55
0.2501	4	2	4	55
0.2501	7	1	4	55
0.2501	1	1	4	80
0.250101	4	1	4	80
0.2502	1	2	4	55
0.2502	4	2	4	55
0.2502	7	1	4	55
0.2502	1	1	4	80
0.250201	4	1	4	80
0.2503	1	2	4	55
0.2503	4	2	4	55
0.2503	7	1	4	55
0.2503	1	1	4	80
0.250301	4	1	4	80
0.2504	1	2	4	55
0.2504	4	2	4	55
0.2504	7	1	4	55
0.2504	1	1	4	80
0.250401	4	1	4	80
0.2505	1	2	4	55
0.2505	4	2	4	55
0.2505	7	1	4	55
0.2505	1	1	4	80
0.250501	4	1	4	80
0.2506	1	2	4	55
0.2506	4	2	4	55
0.2506	7	1	4	55
0.2506	1	1	4	80
0.250601	4	1	4	80
0.2507	1	2	4	55
0.2507	4	2	4	55
0.2507	7	1	4	55
0.2507	1	1	4	80
0.250701	4	1	4	80
0.2508	1	2	4	55
0.2508	4	2	4	55
0.2508	7	1	4	55
0.2508	1	1	4	80
0.250801	4	1	4	80
0.2509	1	2	4	55
0.2509	4	2	4	55
0.2509	7	1	4	55
0.2509	1	1	4	80
0.250901	4	1	4	80
0.251	1	2	4	55
0.251	4	2	4	55
0.251	7	1	4	55
0.251	1	1	4	80
0.251001	4	1	4	80
0.2511	1	2	4	55
0.2511	4	2	4	55
0.2511	7	1	4	55
0.2511	1	1	4	80
0.251101	4	1	4	80
0.2512	1	2	4	55
0.2512	4	2	4	55
0.2512	7	1	4	55
0.2512	1	1	4	80
0.251201	4	1	4	80
0.2513	1	2	4	55
0.2513	4	2	4	55
0.2513	7	1	4	55
0.2513	1	1	4	80
0.251301	4	1	4	80
0.2514	1	2	4	55
0.2514	4	2	4	55
0.2514	7	1	4	55
0.2514	1	1	4	80
0.251401	4	1	4	80
0.2515	1	2	4	55
0.2515	4	2	4	55
0.2515	7	1	4	55
0.2515	1	1	4	80
0.251501	4	1	4	80
0.2516	1	2	4	55
0.2516	4	2	4	55
0.2516	7	1	4	55
0.2516	1	1	4	80
0.251601	4	1	4	80
0.2517	1	2	4	55
0.2517	4	2	4	55
0.2517	7	1	4	55
0.2517	1	1	4	80
0.251701	4	1	4	80
0.2518	1	2	4	55
0.2518	4	2	4	55
0.2518	7	1	4	55
0.2518	1	1	4	80
0.251801	4	1	4	80
0.2519	1	2	4	55
0.2519	4	2	4	55
0.2519	7	1	4	55
0.2519	1	1	4	80
0.251901	4	1	4	80
0.252	1	2	4	55
0.252	4	2	4	55
0.252	7	1	4	55
0.252	1	1	4	80
0.252001	4	1	4	80
0.2521	1	2	4	55
0.2521	4	2	4	55
0.2521	7	1	4	55
0.2521	1	1	4	80
0.252101	4	1	4	80
0.2522	1	2	4	55
0.2522	4	2	4	55
0.2522	7	1	4	55
0.2522	1	1	4	80
0.252201	4	1	4	80
0.2523	1	2	4	55
0.2523	4	2	4	55
0.2523	7	1	4	55
0.2523	1	1	4	80
0.252301	4	1	4	80
0.2524	1	2	4	55
0.2524	4	2	4	55
0.2524	7	1	4	55
0.2524	1	1	4	80
0.252401	4	1	4	80
0.2525	1	2	4	55
0.2525	4	2	4	55
0.2525	7	1	4	55
0.2525	1	1	4	80
0.252501	4	1	4	80
0.2526	1	2	4	55
0.2526	4	2	4	55
0.2526	7	1	4	55
0.2526	1	1	4	80
0.252601	4	1	4	80
0.2527	1	2	4	55
0.2527	4	2	4	55
0.2527	7	1	4	55
0.2527	1	1	4	80
0.252701	4	1	4	80
0.2528	1	2	4	55
0.2528	4	2	4	55
0.2528	7	1	4	55
0.2528	1	1	4	80
0.252801	4	1	4	80
0.2529	1	2	4	55
0.2529	4	2	4	55
0.2529	7	1	4	55
0.2529	1	1	4	80
0.252901	4	1	4	80
0.253	1	2	4	55
0.253	4	2	4	55
0.253	7	1	4	55
0.253	1	1	4	80
0.253001	4	1	4	80
0.2531	1	2	4	55
0.2531	4	2	4	55
0.2531	7	1	4	55
0.2531	1	1	4	80
0.253101	4	1	4	80
0.2532	1	2	4	55
0.2532	4	2	4	55
0.2532	7	1	4	55
0.2532	1	1	4	80
0.253201	4	1	4	80
0.2533	1	2	4	55
0.2533	4	2	4	55
0.2533	7	1	4	55
0.2533	1	1	4	80
0.253301	4	1	4	80
0.2534	1	2	4	55
0.2534	4	2	4	55
0.2534	7	1	4	55
0.2534	1	1	4	80
0.253401	4	1	4	80
0.2535	1	2	4	55
0.2535	4	2	4	55
0.2535	7	1	4	55
0.2535	1	1	4	80
0.253501	4	1	4	80
0.2536	1	2	4	55
0.2536	4	2	4	55
0.2536	7	1	4	55
0.2536	1	1	4	80
0.253601	4	1	4	80
0.2537	1	2	4	55
0.2537	4	2	4	55
0.2537	7	1	4	55
0.2537	1	1	4	80
0.253701	4	1	4	80
0.2538	1	2	4	55
0.2538	4	2	4	55
0.2538	7	1	4	55
0.2538	1	1	4	80
0.253801	4	1	4	80
0.2539	1	2	4	55
0.2539	4	2	4	55
0.2539	7	1	4	55
0.2539	1	1	4	80
0.253901	4	1	4	80
0.254	1	2	4	55
0.254	4	2	4	55
0.254	7	1	4	55
0.254	1	1	4	80
0.254001	4	1	4	80
0.2541	1	2	4	55
0.2541	4	2	4	55
0.2541	7	1	4	55
0.2541	1	1	4	80
0.254101	4	1	4	80
0.2542	1	2	4	55
0.2542	4	2	4	55
0.2542	7	1	4	55
0.2542	1	1	4	80
0.254201	4	1	4	80
0.2543	1	2	4	55
0.2543	4	2	4	55
0.2543	7	1	4	55
0.2543	1	1	4	80
0.254301	4	1	4	80
0.2544	1	2	4	55
0.2544	4	2	4	55
0.2544	7	1	4	55
0.2544	1	1	4	80
0.254401	4	1	4	80
0.2545	1	2	4	55
0.2545	4	2	4	55
0.2545	7	1	4	55
0.2545	1	1	4	80
0.254501	4	1	4	80
0.2546	1	2	4	55
0.2546	4	2	4	55
0.2546	7	1	4	55
0.2546	1	1	4	80
0.254601	4	1	4	80
0.2547	1	2	4	55
0.2547	4	2	4	55
0.2547	7	1	4	55
0.2547	1	1	4	80
0.254701	4	1	4	80
0.2548	1	2	4	55
0.2548	4	2	4	55
0.2548	7	1	4	55
0.2548	1	1	4	80
0.254801	4	1	4	80
0.2549	1	2	4	55
0.2549	4	2	4	55
0.2549	7	1	4	55
0.2549	1	1	4	80
0.254901	4	1	4	80
0.255	1	2	4	55
0.255	4	2	4	55
0.255	7	1	4	55
0.255	1	1	4	80
0.255001	4	1	4	80
0.2551	1	2	4	55
0.2551	4	2	4	55
0.2551	7	1	4	55
0.2551	1	1	4	80
0.255101	4	1	4	80
0.2552	1	2	4	55
0.2552	4	2	4	55
0.2552	7	1	4	55
0.2552	1	1	4	80
0.255201	4	1	4	80
0.2553	1	2	4	55
0.2553	4	2	4	55
0.2553	7	1	4	55
0.2553	1	1	4	80
0.255301	4	1	4	80
0.2554	1	2	4	55
0.2554	4	2	4	55
0.2554	7	1	4	55
0.2554	1	1	4	80
0.255401	4	1	4	80
0.2555	1	2	4	55
0.2555	4	2	4	55
0.2555	7	1	4	55
0.2555	1	1	4	80
0.255501	4	1	4	80
0.2556	1	2	4	55
0.2556	4	2	4	55
0.2556	7	1	4	55
0.2556	1	1	4	80
0.255601	4	1	4	80
0.2557	1	2	4	55
0.2557	4	2	4	55
0.2557	7	1	4	55
0.2557	1	1	4	80
0.255701	4	1	4	80
0.2558	1	2	4	55
0.2558	4	2	4	55
0.2558	7	1	4	55
0.2558	1	1	4	80
0.255801	4	1	4	80
0.2559	1	2	4	55
0.2559	4	2	4	55
0.2559	7	1	4	55
0.2559	1	1	4	80
0.255901	4	1	4	80
0.256	1	2	4	55
0.256	4	2	4	55
0.256	7	1	4	55
0.256	1	1	4	80
0.256001	4	1	4	80
0.2561	1	2	4	55
0.2561	4	2	4	55
0.2561	7	1	4	55
0.2561	1	1	4	80
0.256101	4	1	4	80
0.2562	1	2	4	55
0.2562	4	2	4	55
0.2562	7	1	4	55
0.2562	1	1	4	80
0.256201	4	1	4	80
0.2563	1	2	4	55
0.2563	4	2	4	55
0.2563	7	1	4	55
0.2563	1	1	4	80
0.256301	4	1	4	80
0.2564	1	2	4	55
0.2564	4	2	4	55
0.2564	7	1	4	55
0.2564	1	1	4	80
0.256401	4	1	4	80
0.2565	1	2	4	55
0.2565	4	2	4	55
0.2565	7	1	4	55
0.2565	1	1	4	80
0.256501	4	1	4	80
0.2566	1	2	4	55
0.2566	4	2	4	55
0.2566	7	1	4	55
0.2566	1	1	4	80
0.256601	4	1	4	80
0.2567	1	2	4	55
0.2567	4	2	4	55
0.2567	7	1	4	55
0.2567	1	1	4	80
0.256701	4	1	4	80
0.2568	1	2	4	55
0.2568	4	2	4	55
0.2568	7	1	4	55
0.2568	1	1	4	80
0.256801	4	1	4	80
0.2569	1	2	4	55
0.2569	4	2	4	55
0.2569	7	1	4	55
0.2569	1	1	4	80
0.256901	4	1	4	80
0.257	1	2	4	55
0.257	4	2	4	55
0.257	7	1	4	55
0.257	1	1	4	80
0.257001	4	1	4	80
0.2571	1	2	4	55
0.2571	4	2	4	55
0.2571	7	1	4	55
0.2571	1	1	4	80
0.257101	4	1	4	80
0.2572	1	2	4	55
0.2572	4	2	4	55
0.2572	7	1	4	55
0.2572	1	1	4	80
0.257201	4	1	4	80
0.2573	1	2	4	55
0.2573	4	2	4	55
0.2573	7	1	4	55
0.2573	1	1	4	80
0.257301	4	1	4	80
0.2574	1	2	4	55
0.2574	4	2	4	55
0.2574	7	1	4	55
0.2574	1	1	4	80
0.257401	4	1	4	80
0.2575	1	2	4	55
0.2575	4	2	4	55
0.2575	7	1	4	55
0.2575	1	1	4	80
0.257501	4	1	4	80
0.2576	1	2	4	55
0.2576	4	2	4	55
0.2576	7	1	4	55
0.2576	1	1	4	80
0.257601	4	1	4	80
0.2577	1	2	4	55
0.2577	4	2	4	55
0.2577	7	1	4	55
0.2577	1	1	4	80
0.257701	4	1	4	80
0.2578	1	2	4	55
0.2578	4	2	4	55
0.2578	7	1	4	55
0.2578	1	1	4	80
0.257801	4	1	4	80
0.2579	1	2	4	55
0.2579	4	2	4	55
0.2579	7	1	4	55
0.2579	1	1	4	80
0.257901	4	1	4	80
0.258	1	2	4	55
0.258	4	2	4	55
0.258	7	1	4	55
0.258	1	1	4	80
0.258001	4	1	4	80
0.2581	1	2	4	55
0.2581	4	2	4	55
0.2581	7	1	4	55
0.2581	1	1	4	80
0.258101	4	1	4	80
0.2582	1	2	4	55
0.2582	4	2	4	55
0.2582	7	1	4	55
0.2582	1	1	4	80
0.258201	4	1	4	80
0.2583	1	2	4	55
0.2583	4	2	4	55
0.2583	7	1	4	55
0.2583	1	1	4	80
0.258301	4	1	4	80
0.2584	1	2	4	55
0.2584	4	2	4	55
0.2584	7	1	4	55
0.2584	1	1	4	80
0.258401	4	1	4	80
0.2585	1	2	4	55
0.2585	4	2	4	55
0.2585	7	1	4	55
0.2585	1	1	4	80
0.258501	4	1	4	80
0.2586	1	2	4	55
0.2586	4	2	4	55
0.2586	7	1	4	55
0.2586	1	1	4	80
0.258601	4	1	4	80
0.2587	1	2	4	55
0.2587	4	2	4	55
0.2587	7	1	4	55
0.2587	1	1	4	80
0.258701	4	1	4	80
0.2588	1	2	4	55
0.2588	4	2	4	55
0.2588	7	1	4	55
0.2588	1	1	4	80
0.258801	4	1	4	80
0.2589	1	2	4	55
0.2589	4	2	4	55
0.2589	7	1	4	55
0.2589	1	1	4	80
0.258901	4	1	4	80
0.259	1	2	4	55
0.259	4	2	4	55
0.259	7	1	4	55
0.259	1	1	4	80
0.259001	4	1	4	80
0.2591	1	2	4	55
0.2591	4	2	4	55
0.2591	7	1	4	55
0.2591	1	1	4	80
0.259101	4	1	4	80
0.2592	1	2	4	55
0.2592	4	2	4	55
0.2592	7	1	4	55
0.2592	1	1	4	80
0.259201	4	1	4	80
0.2593	1	2	4	55
0.2593	4	2	4	55
0.2593	7	1	4	55
0.2593	1	1	4	80
0.259301	4	1	4	80
0.2594	1	2	4	55
0.2594	4	2	4	55
0.2594	7	1	4	55
0.2594	1	1	4	80
0.259401	4	1	4	80
0.2595	1	2	4	55
0.2595	4	2	4	55
