Time(sec)	CellId	BwpId	IMSI	pathLoss(dB)
0.529254	7	0	8	-80.8887
0.529268	1	1	3	-81.4445
0.529268	1	1	4	-86.0836
0.529268	4	1	5	-85.8889
0.529268	4	1	6	-83.4759
0.529312	4	0	5	-85.8271
0.529312	4	0	6	-83.4141
0.529317	4	0	5	-85.8271
0.529317	4	0	6	-83.4141
0.529375	1	0	3	-81.3827
0.529375	1	0	4	-86.0218
0.529375	4	0	5	-85.8271
0.529375	4	0	6	-83.4141
0.529375	7	0	8	-80.8887
0.529379	1	0	3	-81.3827
0.529379	1	0	4	-86.0218
0.529379	4	0	5	-85.8271
0.529379	4	0	6	-83.4141
0.529379	7	0	8	-80.8887
0.529438	1	0	3	-81.3827
0.529438	1	0	4	-86.0218
0.529438	4	0	5	-85.8271
0.529438	4	0	6	-83.4141
0.529438	7	0	8	-80.8887
0.529442	1	0	3	-81.3827
0.529442	1	0	4	-86.0218
0.529442	4	0	5	-85.8271
0.529442	4	0	6	-83.4141
0.529442	7	0	8	-80.8887
0.5295	1	1	3	-81.4445
0.5295	1	1	4	-86.0836
0.5295	4	1	5	-85.8889
0.5295	4	1	6	-83.4759
0.5295	4	0	5	-85.8271
0.5295	4	0	6	-83.4141
0.5295	7	0	8	-80.8887
0.529504	4	0	5	-85.8271
0.529504	4	0	6	-83.4141
0.529504	7	0	8	-80.8887
0.529518	1	1	3	-81.4445
0.529518	1	1	4	-86.0836
0.529518	4	1	5	-85.8889
0.529518	4	1	6	-83.4759
0.529563	1	0	3	-81.3827
0.529563	1	0	4	-86.0218
0.529563	4	0	5	-85.8271
0.529563	4	0	6	-83.4141
0.529563	7	0	8	-80.8887
0.529567	1	0	3	-81.3827
0.529567	1	0	4	-86.0218
0.529567	4	0	5	-85.8271
0.529567	4	0	6	-83.4141
0.529567	7	0	8	-80.8887
0.529625	4	0	5	-85.8271
0.529625	4	0	6	-83.4141
0.529629	4	0	5	-85.8271
0.529629	4	0	6	-83.4141
0.529687	1	0	3	-81.3827
0.529687	1	0	4	-86.0218
0.529687	4	0	5	-85.8271
0.529687	4	0	6	-83.4141
0.529687	7	0	8	-80.8887
0.529692	1	0	3	-81.3827
0.529692	1	0	4	-86.0218
0.529692	4	0	5	-85.8271
0.529692	4	0	6	-83.4141
0.529692	7	0	8	-80.8887
0.52975	1	1	3	-81.4445
0.52975	1	1	4	-86.0836
0.52975	4	1	5	-85.8889
0.52975	4	1	6	-83.4759
0.52975	1	0	3	-81.3827
0.52975	1	0	4	-86.0218
0.52975	4	0	5	-85.8271
0.52975	4	0	6	-83.4141
0.52975	7	0	8	-80.8887
0.529754	1	0	3	-81.3827
0.529754	1	0	4	-86.0218
0.529754	4	0	5	-85.8271
0.529754	4	0	6	-83.4141
0.529754	7	0	8	-80.8887
0.529768	1	1	3	-81.4445
0.529768	1	1	4	-86.0836
0.529768	4	1	5	-85.8889
0.529768	4	1	6	-83.4759
0.529813	4	0	5	-85.8271
0.529813	4	0	6	-83.4141
0.529813	7	0	8	-80.8887
0.529817	4	0	5	-85.8271
0.529817	4	0	6	-83.4141
0.529817	7	0	8	-80.8887
0.529875	1	0	3	-81.3827
0.529875	1	0	4	-86.0218
0.529875	4	0	5	-85.8271
0.529875	4	0	6	-83.4141
0.529875	7	0	8	-80.8887
0.529879	1	0	3	-81.3827
0.529879	1	0	4	-86.0218
0.529879	4	0	5	-85.8271
0.529879	4	0	6	-83.4141
0.529879	7	0	8	-80.8887
0.529937	1	0	3	-81.3827
0.529937	1	0	4	-86.0218
0.529937	4	0	5	-85.8271
0.529937	4	0	6	-83.4141
0.529937	7	0	8	-80.8887
0.529942	1	0	3	-81.3827
0.529942	1	0	4	-86.0218
0.529942	4	0	5	-85.8271
0.529942	4	0	6	-83.4141
0.529942	7	0	8	-80.8887
0.53	1	1	3	-81.4445
0.53	1	1	4	-86.0836
0.53	4	1	5	-85.8889
0.53	4	1	6	-83.4759
0.53	1	0	3	-81.3827
0.53	1	0	4	-86.0218
0.53	4	0	5	-85.8271
0.53	4	0	6	-83.4141
0.53	7	0	8	-80.8887
0.530004	4	0	5	-85.8271
0.530004	4	0	6	-83.4141
0.530004	7	0	8	-80.8887
0.530018	1	1	3	-81.4445
0.530018	1	1	4	-86.0836
0.530018	4	1	5	-85.8889
0.530018	4	1	6	-83.4759
0.530062	1	0	3	-81.3827
0.530062	1	0	4	-86.0218
0.530062	4	0	5	-85.8271
0.530062	4	0	6	-83.4141
0.530062	7	0	8	-80.8887
0.530067	1	0	3	-81.3827
0.530067	1	0	4	-86.0218
0.530067	4	0	5	-85.8271
0.530067	4	0	6	-83.4141
0.530067	7	0	8	-80.8887
0.530125	7	0	8	-80.8887
0.530129	7	0	8	-80.8887
0.530188	1	0	3	-81.3827
0.530188	1	0	4	-86.0218
0.530188	4	0	5	-85.8271
0.530188	4	0	6	-83.4141
0.530188	7	0	8	-80.8887
0.530192	1	0	3	-81.3827
0.530192	1	0	4	-86.0218
0.530192	4	0	5	-85.8271
0.530192	4	0	6	-83.4141
0.530192	7	0	8	-80.8887
0.53025	1	1	3	-81.4445
0.53025	1	1	4	-86.0836
0.53025	4	1	5	-85.8889
0.53025	4	1	6	-83.4759
0.53025	1	0	3	-81.3827
0.53025	1	0	4	-86.0218
0.53025	4	0	5	-85.8271
0.53025	4	0	6	-83.4141
0.53025	7	0	8	-80.8887
0.530254	1	0	3	-81.3827
0.530254	1	0	4	-86.0218
0.530254	4	0	5	-85.8271
0.530254	4	0	6	-83.4141
0.530254	7	0	8	-80.8887
0.530268	1	1	3	-81.4445
0.530268	1	1	4	-86.0836
0.530268	4	1	5	-85.8889
0.530268	4	1	6	-83.4759
0.530312	4	0	5	-85.8271
0.530312	4	0	6	-83.4141
0.530317	4	0	5	-85.8271
0.530317	4	0	6	-83.4141
0.530375	1	0	3	-81.3827
0.530375	1	0	4	-86.0218
0.530375	4	0	5	-85.8271
0.530375	4	0	6	-83.4141
0.530375	7	0	8	-80.8887
0.530379	1	0	3	-81.3827
0.530379	1	0	4	-86.0218
0.530379	4	0	5	-85.8271
0.530379	4	0	6	-83.4141
0.530379	7	0	8	-80.8887
0.530438	1	0	3	-81.3827
0.530438	1	0	4	-86.0218
0.530438	4	0	5	-85.8271
0.530438	4	0	6	-83.4141
0.530438	7	0	8	-80.8887
0.530442	1	0	3	-81.3827
0.530442	1	0	4	-86.0218
0.530442	4	0	5	-85.8271
0.530442	4	0	6	-83.4141
0.530442	7	0	8	-80.8887
0.5305	1	1	3	-81.4445
0.5305	1	1	4	-86.0836
0.5305	4	1	5	-85.8889
0.5305	4	1	6	-83.4759
0.5305	4	0	5	-85.8271
0.5305	4	0	6	-83.4141
0.530504	4	0	5	-85.8271
0.530504	4	0	6	-83.4141
0.530518	1	1	3	-81.4445
0.530518	1	1	4	-86.0836
0.530518	4	1	5	-85.8889
0.530518	4	1	6	-83.4759
0.530563	1	0	3	-81.3827
0.530563	1	0	4	-86.0218
0.530563	4	0	5	-85.8271
0.530563	4	0	6	-83.4141
0.530563	7	0	8	-80.8887
0.530567	1	0	3	-81.3827
0.530567	1	0	4	-86.0218
0.530567	4	0	5	-85.8271
0.530567	4	0	6	-83.4141
0.530567	7	0	8	-80.8887
0.530625	4	0	5	-85.8271
0.530625	4	0	6	-83.4141
0.530625	7	0	8	-80.8887
0.530629	4	0	5	-85.8271
0.530629	4	0	6	-83.4141
0.530629	7	0	8	-80.8887
0.530687	1	0	3	-81.3827
0.530687	1	0	4	-86.0218
0.530687	4	0	5	-85.8271
0.530687	4	0	6	-83.4141
0.530687	7	0	8	-80.8887
0.530692	1	0	3	-81.3827
0.530692	1	0	4	-86.0218
0.530692	4	0	5	-85.8271
0.530692	4	0	6	-83.4141
0.530692	7	0	8	-80.8887
0.53075	1	1	3	-81.4445
0.53075	1	1	4	-86.0836
0.53075	4	1	5	-85.8889
0.53075	4	1	6	-83.4759
0.53075	1	0	3	-81.3827
0.53075	1	0	4	-86.0218
0.53075	4	0	5	-85.8271
0.53075	4	0	6	-83.4141
0.53075	7	0	8	-80.8887
0.530754	1	0	3	-81.3827
0.530754	1	0	4	-86.0218
0.530754	4	0	5	-85.8271
0.530754	4	0	6	-83.4141
0.530754	7	0	8	-80.8887
0.530768	1	1	3	-81.4445
0.530768	1	1	4	-86.0836
0.530768	4	1	5	-85.8889
0.530768	4	1	6	-83.4759
0.530813	1	0	3	-81.3827
0.530813	1	0	4	-86.0218
0.530813	4	0	5	-85.8271
0.530813	4	0	6	-83.4141
0.530813	7	0	8	-80.8887
0.530817	7	0	8	-80.8887
0.530875	1	0	3	-81.3827
0.530875	1	0	4	-86.0218
0.530875	4	0	5	-85.8271
0.530875	4	0	6	-83.4141
0.530875	7	0	8	-80.8887
0.530879	1	0	3	-81.3827
0.530879	1	0	4	-86.0218
0.530879	4	0	5	-85.8271
0.530879	4	0	6	-83.4141
0.530879	7	0	8	-80.8887
0.530937	1	0	3	-81.3827
0.530937	1	0	4	-86.0218
0.530937	4	0	5	-85.8271
0.530937	4	0	6	-83.4141
0.530937	7	0	8	-80.8887
0.530942	1	0	3	-81.3827
0.530942	1	0	4	-86.0218
0.530942	4	0	5	-85.8271
0.530942	4	0	6	-83.4141
0.530942	7	0	8	-80.8887
0.531	1	1	3	-81.4445
0.531	1	1	4	-86.0836
0.531	4	1	5	-85.8889
0.531	4	1	6	-83.4759
0.531	7	0	8	-80.8887
0.531004	7	0	8	-80.8887
0.531018	1	1	3	-81.4445
0.531018	1	1	4	-86.0836
0.531018	4	1	5	-85.8889
0.531018	4	1	6	-83.4759
0.531062	1	0	3	-81.3827
0.531062	1	0	4	-86.0218
0.531062	4	0	5	-85.8271
0.531062	4	0	6	-83.4141
0.531062	7	0	8	-80.8887
0.531067	1	0	3	-81.3827
0.531067	1	0	4	-86.0218
0.531067	4	0	5	-85.8271
0.531067	4	0	6	-83.4141
0.531067	7	0	8	-80.8887
0.531125	4	0	5	-85.8271
0.531125	4	0	6	-83.4141
0.531129	4	0	5	-85.8271
0.531129	4	0	6	-83.4141
0.531188	1	0	3	-81.3827
0.531188	1	0	4	-86.0218
0.531188	4	0	5	-85.8271
0.531188	4	0	6	-83.4141
0.531188	7	0	8	-80.8887
0.531192	1	0	3	-81.3827
0.531192	1	0	4	-86.0218
0.531192	4	0	5	-85.8271
0.531192	4	0	6	-83.4141
0.531192	7	0	8	-80.8887
0.53125	1	1	3	-81.4445
0.53125	1	1	4	-86.0836
0.53125	4	1	5	-85.8889
0.53125	4	1	6	-83.4759
0.53125	1	0	3	-81.3827
0.53125	1	0	4	-86.0218
0.53125	4	0	5	-85.8271
0.53125	4	0	6	-83.4141
0.53125	7	0	8	-80.8887
0.531254	1	0	3	-81.3827
0.531254	1	0	4	-86.0218
0.531254	4	0	5	-85.8271
0.531254	4	0	6	-83.4141
0.531254	7	0	8	-80.8887
0.531268	1	1	3	-81.4445
0.531268	1	1	4	-86.0836
0.531268	4	1	5	-85.8889
0.531268	4	1	6	-83.4759
0.531312	4	0	5	-85.8271
0.531312	4	0	6	-83.4141
0.531317	4	0	5	-85.8271
0.531317	4	0	6	-83.4141
0.531375	1	0	3	-81.3827
0.531375	1	0	4	-86.0218
0.531375	4	0	5	-85.8271
0.531375	4	0	6	-83.4141
0.531375	7	0	8	-80.8887
0.531379	1	0	3	-81.3827
0.531379	1	0	4	-86.0218
0.531379	4	0	5	-85.8271
0.531379	4	0	6	-83.4141
0.531379	7	0	8	-80.8887
0.531438	1	0	3	-81.3827
0.531438	1	0	4	-86.0218
0.531438	4	0	5	-85.8271
0.531438	4	0	6	-83.4141
0.531438	7	0	8	-80.8887
0.531442	1	0	3	-81.3827
0.531442	1	0	4	-86.0218
0.531442	4	0	5	-85.8271
0.531442	4	0	6	-83.4141
0.531442	7	0	8	-80.8887
0.5315	1	1	3	-81.4445
0.5315	1	1	4	-86.0836
0.5315	4	1	5	-85.8889
0.5315	4	1	6	-83.4759
0.5315	4	0	5	-85.8271
0.5315	4	0	6	-83.4141
0.5315	7	0	8	-80.8887
0.531504	4	0	5	-85.8271
0.531504	4	0	6	-83.4141
0.531504	7	0	8	-80.8887
0.531518	1	1	3	-81.4445
0.531518	1	1	4	-86.0836
0.531518	4	1	5	-85.8889
0.531518	4	1	6	-83.4759
0.531563	1	0	3	-81.3827
0.531563	1	0	4	-86.0218
0.531563	4	0	5	-85.8271
0.531563	4	0	6	-83.4141
0.531563	7	0	8	-80.8887
0.531567	1	0	3	-81.3827
0.531567	1	0	4	-86.0218
0.531567	4	0	5	-85.8271
0.531567	4	0	6	-83.4141
0.531567	7	0	8	-80.8887
0.531625	4	0	5	-85.8271
0.531625	4	0	6	-83.4141
0.531625	7	0	8	-80.8887
0.531629	4	0	5	-85.8271
0.531629	4	0	6	-83.4141
0.531629	7	0	8	-80.8887
0.531687	1	0	3	-81.3827
0.531687	1	0	4	-86.0218
0.531687	4	0	5	-85.8271
0.531687	4	0	6	-83.4141
0.531687	7	0	8	-80.8887
0.531692	1	0	3	-81.3827
0.531692	1	0	4	-86.0218
0.531692	4	0	5	-85.8271
0.531692	4	0	6	-83.4141
0.531692	7	0	8	-80.8887
0.53175	1	1	3	-81.4445
0.53175	1	1	4	-86.0836
0.53175	4	1	5	-85.8889
0.53175	4	1	6	-83.4759
0.53175	1	0	3	-81.3827
0.53175	1	0	4	-86.0218
0.53175	4	0	5	-85.8271
0.53175	4	0	6	-83.4141
0.53175	7	0	8	-80.8887
0.531754	1	0	3	-81.3827
0.531754	1	0	4	-86.0218
0.531754	4	0	5	-85.8271
0.531754	4	0	6	-83.4141
0.531754	7	0	8	-80.8887
0.531768	1	1	3	-81.4445
0.531768	1	1	4	-86.0836
0.531768	4	1	5	-85.8889
0.531768	4	1	6	-83.4759
0.531813	7	0	8	-80.8887
0.531817	7	0	8	-80.8887
0.531875	1	0	3	-81.3827
0.531875	1	0	4	-86.0218
0.531875	4	0	5	-85.8271
0.531875	4	0	6	-83.4141
0.531875	7	0	8	-80.8887
0.531879	1	0	3	-81.3827
0.531879	1	0	4	-86.0218
0.531879	4	0	5	-85.8271
0.531879	4	0	6	-83.4141
0.531879	7	0	8	-80.8887
0.531937	1	0	3	-81.3827
0.531937	1	0	4	-86.0218
0.531937	4	0	5	-85.8271
0.531937	4	0	6	-83.4141
0.531937	7	0	8	-80.8887
0.531942	1	0	3	-81.3827
0.531942	1	0	4	-86.0218
0.531942	4	0	5	-85.8271
0.531942	4	0	6	-83.4141
0.531942	7	0	8	-80.8887
0.532	1	1	3	-81.4445
0.532	1	1	4	-86.0836
0.532	4	1	5	-85.8889
0.532	4	1	6	-83.4759
0.532	4	0	5	-85.8271
0.532	4	0	6	-83.4141
0.532004	4	0	5	-85.8271
0.532004	4	0	6	-83.4141
0.532018	1	1	3	-81.4445
0.532018	1	1	4	-86.0836
0.532018	4	1	5	-85.8889
0.532018	4	1	6	-83.4759
0.532062	1	0	3	-81.3827
0.532062	1	0	4	-86.0218
0.532062	4	0	5	-85.8271
0.532062	4	0	6	-83.4141
0.532062	7	0	8	-80.8887
0.532067	1	0	3	-81.3827
0.532067	1	0	4	-86.0218
0.532067	4	0	5	-85.8271
0.532067	4	0	6	-83.4141
0.532067	7	0	8	-80.8887
0.532125	4	0	5	-85.8271
0.532125	4	0	6	-83.4141
0.532129	4	0	5	-85.8271
0.532129	4	0	6	-83.4141
0.532188	1	0	3	-81.3827
0.532188	1	0	4	-86.0218
0.532188	4	0	5	-85.8271
0.532188	4	0	6	-83.4141
0.532188	7	0	8	-80.8887
0.532192	1	0	3	-81.3827
0.532192	1	0	4	-86.0218
0.532192	4	0	5	-85.8271
0.532192	4	0	6	-83.4141
0.532192	7	0	8	-80.8887
0.53225	1	1	3	-81.4445
0.53225	1	1	4	-86.0836
0.53225	4	1	5	-85.8889
0.53225	4	1	6	-83.4759
0.53225	1	0	3	-81.3827
0.53225	1	0	4	-86.0218
0.53225	4	0	5	-85.8271
0.53225	4	0	6	-83.4141
0.53225	7	0	8	-80.8887
0.532254	1	0	3	-81.3827
0.532254	1	0	4	-86.0218
0.532254	4	0	5	-85.8271
0.532254	4	0	6	-83.4141
0.532254	7	0	8	-80.8887
0.532268	1	1	3	-81.4445
0.532268	1	1	4	-86.0836
0.532268	4	1	5	-85.8889
0.532268	4	1	6	-83.4759
0.532312	4	0	5	-85.8271
0.532312	4	0	6	-83.4141
0.532317	4	0	5	-85.8271
0.532317	4	0	6	-83.4141
0.532375	1	0	3	-81.3827
0.532375	1	0	4	-86.0218
0.532375	4	0	5	-85.8271
0.532375	4	0	6	-83.4141
0.532375	7	0	8	-80.8887
0.532379	1	0	3	-81.3827
0.532379	1	0	4	-86.0218
0.532379	4	0	5	-85.8271
0.532379	4	0	6	-83.4141
0.532379	7	0	8	-80.8887
0.532438	1	0	3	-81.3827
0.532438	1	0	4	-86.0218
0.532438	4	0	5	-85.8271
0.532438	4	0	6	-83.4141
0.532438	7	0	8	-80.8887
0.532442	1	0	3	-81.3827
0.532442	1	0	4	-86.0218
0.532442	4	0	5	-85.8271
0.532442	4	0	6	-83.4141
0.532442	7	0	8	-80.8887
0.5325	1	1	3	-81.4445
0.5325	1	1	4	-86.0836
0.5325	4	1	5	-85.8889
0.5325	4	1	6	-83.4759
0.5325	7	0	8	-80.8887
0.532504	7	0	8	-80.8887
0.532518	1	1	3	-81.4445
0.532518	1	1	4	-86.0836
0.532518	4	1	5	-85.8889
0.532518	4	1	6	-83.4759
0.532563	1	0	3	-81.3827
0.532563	1	0	4	-86.0218
0.532563	4	0	5	-85.8271
0.532563	4	0	6	-83.4141
0.532563	7	0	8	-80.8887
0.532567	1	0	3	-81.3827
0.532567	1	0	4	-86.0218
0.532567	4	0	5	-85.8271
0.532567	4	0	6	-83.4141
0.532567	7	0	8	-80.8887
0.532625	4	0	5	-85.8271
0.532625	4	0	6	-83.4141
0.532625	7	0	8	-80.8887
0.532629	4	0	5	-85.8271
0.532629	4	0	6	-83.4141
0.532629	7	0	8	-80.8887
0.532687	1	0	3	-81.3827
0.532687	1	0	4	-86.0218
0.532687	4	0	5	-85.8271
0.532687	4	0	6	-83.4141
0.532687	7	0	8	-80.8887
0.532692	1	0	3	-81.3827
0.532692	1	0	4	-86.0218
0.532692	4	0	5	-85.8271
0.532692	4	0	6	-83.4141
0.532692	7	0	8	-80.8887
0.53275	1	1	3	-81.4445
0.53275	1	1	4	-86.0836
0.53275	4	1	5	-85.8889
0.53275	4	1	6	-83.4759
0.53275	1	0	3	-81.3827
0.53275	1	0	4	-86.0218
0.53275	4	0	5	-85.8271
0.53275	4	0	6	-83.4141
0.53275	7	0	8	-80.8887
0.532754	1	0	3	-81.3827
0.532754	1	0	4	-86.0218
0.532754	4	0	5	-85.8271
0.532754	4	0	6	-83.4141
0.532754	7	0	8	-80.8887
0.532768	1	1	3	-81.4445
0.532768	1	1	4	-86.0836
0.532768	4	1	5	-85.8889
0.532768	4	1	6	-83.4759
0.532813	4	0	5	-85.8271
0.532813	4	0	6	-83.4141
0.532817	4	0	5	-85.8271
0.532817	4	0	6	-83.4141
0.532875	1	0	3	-81.3827
0.532875	1	0	4	-86.0218
0.532875	4	0	5	-85.8271
0.532875	4	0	6	-83.4141
0.532875	7	0	8	-80.8887
0.532879	1	0	3	-81.3827
0.532879	1	0	4	-86.0218
0.532879	4	0	5	-85.8271
0.532879	4	0	6	-83.4141
0.532879	7	0	8	-80.8887
0.532937	1	0	3	-81.3827
0.532937	1	0	4	-86.0218
0.532937	4	0	5	-85.8271
0.532937	4	0	6	-83.4141
0.532937	7	0	8	-80.8887
0.532942	1	0	3	-81.3827
0.532942	1	0	4	-86.0218
0.532942	4	0	5	-85.8271
0.532942	4	0	6	-83.4141
0.532942	7	0	8	-80.8887
0.533	1	1	3	-81.4445
0.533	1	1	4	-86.0836
0.533	4	1	5	-85.8889
0.533	4	1	6	-83.4759
0.533	4	0	5	-85.8271
0.533	4	0	6	-83.4141
0.533004	4	0	5	-85.8271
0.533004	4	0	6	-83.4141
0.533018	1	1	3	-81.4445
0.533018	1	1	4	-86.0836
0.533018	4	1	5	-85.8889
0.533018	4	1	6	-83.4759
0.533062	1	0	3	-81.3827
0.533062	1	0	4	-86.0218
0.533062	4	0	5	-85.8271
0.533062	4	0	6	-83.4141
0.533062	7	0	8	-80.8887
0.533067	1	0	3	-81.3827
0.533067	1	0	4	-86.0218
0.533067	4	0	5	-85.8271
0.533067	4	0	6	-83.4141
0.533067	7	0	8	-80.8887
0.533125	4	0	5	-85.8271
0.533125	4	0	6	-83.4141
0.533129	4	0	5	-85.8271
0.533129	4	0	6	-83.4141
0.533188	1	0	3	-81.3827
0.533188	1	0	4	-86.0218
0.533188	4	0	5	-85.8271
0.533188	4	0	6	-83.4141
0.533188	7	0	8	-80.8887
0.533192	1	0	3	-81.3827
0.533192	1	0	4	-86.0218
0.533192	4	0	5	-85.8271
0.533192	4	0	6	-83.4141
0.533192	7	0	8	-80.8887
0.53325	1	1	3	-81.4445
0.53325	1	1	4	-86.0836
0.53325	4	1	5	-85.8889
0.53325	4	1	6	-83.4759
0.53325	1	0	3	-81.3827
0.53325	1	0	4	-86.0218
0.53325	4	0	5	-85.8271
0.53325	4	0	6	-83.4141
0.53325	7	0	8	-80.8887
0.533254	1	0	3	-81.3827
0.533254	1	0	4	-86.0218
0.533254	4	0	5	-85.8271
0.533254	4	0	6	-83.4141
0.533254	7	0	8	-80.8887
0.533268	1	1	3	-81.4445
0.533268	1	1	4	-86.0836
0.533268	4	1	5	-85.8889
0.533268	4	1	6	-83.4759
0.533312	4	0	5	-85.8271
0.533312	4	0	6	-83.4141
0.533317	4	0	5	-85.8271
0.533317	4	0	6	-83.4141
0.533375	1	0	3	-81.3827
0.533375	1	0	4	-86.0218
0.533375	4	0	5	-85.8271
0.533375	4	0	6	-83.4141
0.533375	7	0	8	-80.8887
0.533379	1	0	3	-81.3827
0.533379	1	0	4	-86.0218
0.533379	4	0	5	-85.8271
0.533379	4	0	6	-83.4141
0.533379	7	0	8	-80.8887
0.533438	1	0	3	-81.3827
0.533438	1	0	4	-86.0218
0.533438	4	0	5	-85.8271
0.533438	4	0	6	-83.4141
0.533438	7	0	8	-80.8887
0.533442	1	0	3	-81.3827
0.533442	1	0	4	-86.0218
0.533442	4	0	5	-85.8271
0.533442	4	0	6	-83.4141
0.533442	7	0	8	-80.8887
0.5335	1	1	3	-81.4445
0.5335	1	1	4	-86.0836
0.5335	4	1	5	-85.8889
0.5335	4	1	6	-83.4759
0.5335	7	0	8	-80.8887
0.533504	7	0	8	-80.8887
0.533518	1	1	3	-81.4445
0.533518	1	1	4	-86.0836
0.533518	4	1	5	-85.8889
0.533518	4	1	6	-83.4759
0.533563	1	0	3	-81.3827
0.533563	1	0	4	-86.0218
0.533563	4	0	5	-85.8271
0.533563	4	0	6	-83.4141
0.533563	7	0	8	-80.8887
0.533567	1	0	3	-81.3827
0.533567	1	0	4	-86.0218
0.533567	4	0	5	-85.8271
0.533567	4	0	6	-83.4141
0.533567	7	0	8	-80.8887
0.533625	7	0	8	-80.8887
0.533629	7	0	8	-80.8887
0.533687	1	0	3	-81.3827
0.533687	1	0	4	-86.0218
0.533687	4	0	5	-85.8271
0.533687	4	0	6	-83.4141
0.533687	7	0	8	-80.8887
0.533692	1	0	3	-81.3827
0.533692	1	0	4	-86.0218
0.533692	4	0	5	-85.8271
0.533692	4	0	6	-83.4141
0.533692	7	0	8	-80.8887
0.53375	1	1	3	-81.4445
0.53375	1	1	4	-86.0836
0.53375	4	1	5	-85.8889
0.53375	4	1	6	-83.4759
0.53375	1	0	3	-81.3827
0.53375	1	0	4	-86.0218
0.53375	4	0	5	-85.8271
0.53375	4	0	6	-83.4141
0.53375	7	0	8	-80.8887
0.533754	1	0	3	-81.3827
0.533754	1	0	4	-86.0218
0.533754	4	0	5	-85.8271
0.533754	4	0	6	-83.4141
0.533754	7	0	8	-80.8887
0.533768	1	1	3	-81.4445
0.533768	1	1	4	-86.0836
0.533768	4	1	5	-85.8889
0.533768	4	1	6	-83.4759
0.533813	4	0	5	-85.8271
0.533813	4	0	6	-83.4141
0.533817	4	0	5	-85.8271
0.533817	4	0	6	-83.4141
0.533875	1	0	3	-81.3827
0.533875	1	0	4	-86.0218
0.533875	4	0	5	-85.8271
0.533875	4	0	6	-83.4141
0.533875	7	0	8	-80.8887
0.533879	1	0	3	-81.3827
0.533879	1	0	4	-86.0218
0.533879	4	0	5	-85.8271
0.533879	4	0	6	-83.4141
0.533879	7	0	8	-80.8887
0.533937	1	0	3	-81.3827
0.533937	1	0	4	-86.0218
0.533937	4	0	5	-85.8271
0.533937	4	0	6	-83.4141
0.533937	7	0	8	-80.8887
0.533942	1	0	3	-81.3827
0.533942	1	0	4	-86.0218
0.533942	4	0	5	-85.8271
0.533942	4	0	6	-83.4141
0.533942	7	0	8	-80.8887
0.534	1	1	3	-81.4445
0.534	1	1	4	-86.0836
0.534	4	1	5	-85.8889
0.534	4	1	6	-83.4759
0.534	4	0	5	-85.8271
0.534	4	0	6	-83.4141
0.534004	4	0	5	-85.8271
0.534004	4	0	6	-83.4141
0.534018	1	1	3	-81.4445
0.534018	1	1	4	-86.0836
0.534018	4	1	5	-85.8889
0.534018	4	1	6	-83.4759
0.534062	1	0	3	-81.3827
0.534062	1	0	4	-86.0218
0.534062	4	0	5	-85.8271
0.534062	4	0	6	-83.4141
0.534062	7	0	8	-80.8887
0.534067	1	0	3	-81.3827
0.534067	1	0	4	-86.0218
0.534067	4	0	5	-85.8271
0.534067	4	0	6	-83.4141
0.534067	7	0	8	-80.8887
0.534125	7	0	8	-80.8887
0.534129	7	0	8	-80.8887
0.534188	1	0	3	-81.3827
0.534188	1	0	4	-86.0218
0.534188	4	0	5	-85.8271
0.534188	4	0	6	-83.4141
0.534188	7	0	8	-80.8887
0.534192	1	0	3	-81.3827
0.534192	1	0	4	-86.0218
0.534192	4	0	5	-85.8271
0.534192	4	0	6	-83.4141
0.534192	7	0	8	-80.8887
0.53425	1	1	3	-81.4445
0.53425	1	1	4	-86.0836
0.53425	4	1	5	-85.8889
0.53425	4	1	6	-83.4759
0.53425	1	0	3	-81.3827
0.53425	1	0	4	-86.0218
0.53425	4	0	5	-85.8271
0.53425	4	0	6	-83.4141
0.53425	7	0	8	-80.8887
0.534254	1	0	3	-81.3827
0.534254	1	0	4	-86.0218
0.534254	4	0	5	-85.8271
0.534254	4	0	6	-83.4141
0.534254	7	0	8	-80.8887
0.534268	1	1	3	-81.4445
0.534268	1	1	4	-86.0836
0.534268	4	1	5	-85.8889
0.534268	4	1	6	-83.4759
0.534312	4	0	5	-85.8271
0.534312	4	0	6	-83.4141
0.534312	7	0	8	-80.8887
0.534317	7	0	8	-80.8887
0.534375	1	0	3	-81.3827
0.534375	1	0	4	-86.0218
0.534375	4	0	5	-85.8271
0.534375	4	0	6	-83.4141
0.534375	7	0	8	-80.8887
0.534379	1	0	3	-81.3827
0.534379	1	0	4	-86.0218
0.534379	4	0	5	-85.8271
0.534379	4	0	6	-83.4141
0.534379	7	0	8	-80.8887
0.534438	1	0	3	-81.3827
0.534438	1	0	4	-86.0218
0.534438	4	0	5	-85.8271
0.534438	4	0	6	-83.4141
0.534438	7	0	8	-80.8887
0.534442	1	0	3	-81.3827
0.534442	1	0	4	-86.0218
0.534442	4	0	5	-85.8271
0.534442	4	0	6	-83.4141
0.534442	7	0	8	-80.8887
0.5345	1	1	3	-81.4445
0.5345	1	1	4	-86.0836
0.5345	4	1	5	-85.8889
0.5345	4	1	6	-83.4759
0.5345	7	0	8	-80.8887
0.534504	7	0	8	-80.8887
0.534518	1	1	3	-81.4445
0.534518	1	1	4	-86.0836
0.534518	4	1	5	-85.8889
0.534518	4	1	6	-83.4759
